회사명,거래소코드,회계년도,[U01160000]자본(*)(천원),[U01167200]      *당기순이익(천원),[U01160000]자본(*)(연결)(천원),[U01167200]         *당기순이익(연결)(천원),[U01A600000000]자본(*)(IFRS)(천원),[U01B840000000]당기순이익(손실)(IFRS)(천원),[U01A600000000]자본(*)(IFRS연결)(천원),[U01B840000000]당기순이익(손실)(IFRS연결)(천원)
(주)비피도,238200,2018/12,44727873.0,1132106.0,,,44727873.0,1132106.0,,
(주)비피도,238200,2019/12,46344942.0,1626678.0,46293545.0,1581977.0,46344942.0,1626678.0,46293545.0,1581977.0
(주)비피도,238200,2020/12,44747949.0,-452044.0,44599328.0,-552823.0,44747949.0,-452044.0,44599328.0,-552823.0
(주)비피도,238200,2021/12,50804069.0,4520589.0,50642209.0,4493458.0,50804069.0,4520589.0,50642209.0,4493458.0
(주)비피도,238200,2022/12,52965828.0,1854154.0,52489221.0,1545708.0,52965828.0,1854154.0,52489221.0,1545708.0
(주)빅솔론,93190,2012/12,70808924.0,12845641.0,70773437.0,11998206.0,70808924.0,12845641.0,70773437.0,11998206.0
(주)빅솔론,93190,2013/12,85554940.0,16848801.0,85796104.0,17002720.0,85554940.0,16848801.0,85796104.0,17002720.0
(주)빅솔론,93190,2014/12,96291423.0,13039127.0,96273206.0,12927164.0,96291423.0,13039127.0,96273206.0,12927164.0
(주)빅솔론,93190,2015/12,111660340.0,19156402.0,111915942.0,19429911.0,111660340.0,19156402.0,111915942.0,19429911.0
(주)빅솔론,93190,2016/12,118336842.0,13530880.0,120171680.0,14261750.0,118336842.0,13530880.0,120171680.0,14358517.0
(주)빅솔론,93190,2017/12,136377092.0,20297769.0,138501983.0,20874555.0,136377092.0,20297769.0,138501983.0,20622304.0
(주)빅솔론,93190,2018/12,144031301.0,14275606.0,146257567.0,14589339.0,144031301.0,14275606.0,146257567.0,14458167.0
(주)빅솔론,93190,2019/12,145060356.0,9353965.0,146933475.0,9599749.0,145060356.0,9353965.0,146933475.0,9563647.0
(주)빅솔론,93190,2020/12,145734543.0,5139653.0,147971167.0,5598180.0,145734543.0,5139653.0,147971167.0,5588714.0
(주)빅솔론,93190,2021/12,166063592.0,24439561.0,199762358.0,25773200.0,166063592.0,24439561.0,199762358.0,25857298.0
(주)빅솔론,93190,2022/12,172388801.0,9565332.0,205666065.0,10809571.0,172388801.0,9565332.0,205666065.0,10281829.0
(주)빅텍,65450,2012/12,28818171.0,-5224968.0,,,28818171.0,-5224968.0,,
(주)빅텍,65450,2013/12,30971340.0,1158268.0,,,30971340.0,1158268.0,,
(주)빅텍,65450,2014/12,31959919.0,1798137.0,,,31959919.0,1798137.0,,
(주)빅텍,65450,2015/12,32893330.0,1455369.0,,,32893330.0,1455369.0,,
(주)빅텍,65450,2016/12,35252964.0,-822482.0,,,35252964.0,-822482.0,,
(주)빅텍,65450,2017/12,34122125.0,-1085534.0,,,34122125.0,-1085534.0,,
(주)빅텍,65450,2018/12,35737346.0,849691.0,,,35737346.0,849691.0,,
(주)빅텍,65450,2019/12,40089273.0,1979785.0,,,40089273.0,1979785.0,,
(주)빅텍,65450,2020/12,52258308.0,2948377.0,,,52258308.0,2948377.0,,
(주)빅텍,65450,2021/12,58292666.0,5264507.0,,,58292666.0,5264507.0,,
(주)빅텍,65450,2022/12,61043596.0,-231659.0,,,61043596.0,-231659.0,,
(주)산돌,419120,2020/12,7616702.0,1895933.0,7588540.0,1879889.0,7616702.0,1895933.0,7588540.0,1875560.0
(주)산돌,419120,2021/12,18563594.0,172928.0,18837182.0,406651.0,18563594.0,172928.0,18837182.0,432219.0
(주)산돌,419120,2022/12,55184496.0,8833451.0,56059764.0,9456360.0,55184496.0,8833451.0,56059764.0,9435130.0
(주)삼양옵틱스,225190,2013/12,23492216.0,3761095.0,,,,,,
(주)삼양옵틱스,225190,2014/12,21027268.0,12675160.0,,,20773452.0,12942308.0,20891992.0,12488353.0
(주)삼양옵틱스,225190,2015/12,27927808.0,13418721.0,27705981.0,13098880.0,27927808.0,13418721.0,27705981.0,13098880.0
(주)삼양옵틱스,225190,2016/12,34295197.0,16000892.0,33948441.0,15966108.0,34295197.0,16000892.0,33948441.0,15966108.0
(주)삼양옵틱스,225190,2017/12,36174044.0,18074620.0,35726038.0,17840160.0,36174044.0,18074620.0,35726038.0,17840160.0
(주)삼양옵틱스,225190,2018/12,36623784.0,12919316.0,36089552.0,12470134.0,36623784.0,12919316.0,36089552.0,12470134.0
(주)삼양옵틱스,225190,2019/12,39769312.0,13502518.0,39284791.0,13557226.0,39769312.0,13502518.0,39284791.0,13557226.0
(주)삼양옵틱스,225190,2020/12,35224707.0,2375872.0,34512671.0,2139479.0,35224707.0,2375872.0,34512671.0,2139479.0
(주)삼양옵틱스,225190,2021/12,38139557.0,10448356.0,37372165.0,10615858.0,38139557.0,10448356.0,37372165.0,10615858.0
(주)삼양옵틱스,225190,2022/12,36907711.0,8418546.0,36538482.0,8257568.0,36907711.0,8418546.0,36538482.0,8257568.0
(주)삼영,3720,2012/12,136230732.0,8748643.0,136385493.0,6105146.0,136230732.0,8748643.0,136385493.0,5078736.0
(주)삼영,3720,2013/12,132744718.0,-1702079.0,136789941.0,-6881965.0,132744718.0,-1702079.0,136789941.0,-8477784.0
(주)삼영,3720,2014/12,120342009.0,-12452587.0,120188859.0,-16086792.0,120342009.0,-12452587.0,120188859.0,-17221807.0
(주)삼영,3720,2015/12,115882721.0,-4408605.0,107653562.0,-11549620.0,115882721.0,-4408605.0,107653562.0,-12795896.0
(주)삼영,3720,2016/12,83943283.0,-32162824.0,96294933.0,-7000097.0,83943283.0,-32162824.0,96294933.0,-10743989.0
(주)삼영,3720,2017/12,53103100.0,-21470565.0,54516367.0,-21470565.0,53103100.0,-21470565.0,54516367.0,-31804580.0
(주)삼영,3720,2018/12,45858495.0,-6889181.0,46348681.0,-6889181.0,45858495.0,-6889181.0,46348681.0,-7812261.0
(주)삼영,3720,2019/12,43701300.0,-2012380.0,44311229.0,-2012380.0,43701300.0,-2012380.0,44311229.0,-1892637.0
(주)삼영,3720,2020/12,44122656.0,214727.0,45749317.0,214727.0,44122656.0,214727.0,45749317.0,1150858.0
(주)삼영,3720,2021/12,48735464.0,3481129.0,50546455.0,3481129.0,48735464.0,3481129.0,50546455.0,3631754.0
(주)삼영,3720,2022/12,51845052.0,2701762.0,52098188.0,2701762.0,51845052.0,2701762.0,52098188.0,1086767.0
(주)삼영에스앤씨,361670,2015/12,8909461.0,267761.0,,,,,,
(주)삼영에스앤씨,361670,2016/12,9839846.0,930385.0,,,,,,
(주)삼영에스앤씨,361670,2017/12,11581942.0,610299.0,,,,,,
(주)삼영에스앤씨,361670,2018/12,12335108.0,753167.0,,,,,,
(주)삼영에스앤씨,361670,2019/12,13093317.0,615144.0,,,,,,
(주)삼영에스앤씨,361670,2020/12,14447039.0,1258838.0,,,14447039.0,1258838.0,,
(주)삼영에스앤씨,361670,2021/12,26053654.0,-1444783.0,,,26053654.0,-1444783.0,,
(주)삼영에스앤씨,361670,2022/12,25183288.0,-1026373.0,,,25183288.0,-1026373.0,,
(주)삼일기업공사,2290,2012/12,46993124.0,3042227.0,,,46993124.0,3042227.0,,
(주)삼일기업공사,2290,2013/12,48101098.0,1417974.0,,,48101098.0,1417974.0,,
(주)삼일기업공사,2290,2014/12,49513215.0,1598117.0,,,49513215.0,1598117.0,,
(주)삼일기업공사,2290,2015/12,52388760.0,3185545.0,,,52388760.0,3185545.0,,
(주)삼일기업공사,2290,2016/12,52771095.0,692336.0,,,52771095.0,692336.0,,
(주)삼일기업공사,2290,2017/12,54305796.0,2650701.0,,,54305796.0,2650701.0,,
(주)삼일기업공사,2290,2018/12,56772358.0,3094333.0,,,56772358.0,3094333.0,,
(주)삼일기업공사,2290,2019/12,58822470.0,3290112.0,,,58822470.0,3290112.0,,
(주)삼일기업공사,2290,2020/12,59995984.0,2413514.0,,,59995984.0,2413514.0,,
(주)삼일기업공사,2290,2021/12,61704478.0,2948494.0,,,61704478.0,2948494.0,,
(주)삼일기업공사,2290,2022/12,62959103.0,2494625.0,,,62959103.0,2494625.0,,
(주)삼진엘앤디,54090,2012/12,59966998.0,5641411.0,82287923.0,7631146.0,59966998.0,5641411.0,82287923.0,7582941.0
(주)삼진엘앤디,54090,2013/12,73827212.0,5624635.0,92672566.0,1883012.0,73827212.0,5624635.0,92672566.0,1965228.0
(주)삼진엘앤디,54090,2014/12,72461473.0,-5750035.0,88483165.0,-8003257.0,72461473.0,-5750035.0,88483165.0,-8034471.0
(주)삼진엘앤디,54090,2015/12,84426562.0,9686286.0,102047080.0,9550771.0,84426562.0,9686286.0,102047080.0,9565640.0
(주)삼진엘앤디,54090,2016/12,84370742.0,737252.0,98816014.0,-2119891.0,84370742.0,737252.0,98816014.0,-2168745.0
(주)삼진엘앤디,54090,2017/12,85896187.0,-3176782.0,88776975.0,-12504587.0,85896187.0,-3176782.0,88776975.0,-12721933.0
(주)삼진엘앤디,54090,2018/12,87812613.0,1046830.0,92147028.0,1824720.0,87812613.0,1046830.0,92147028.0,1739207.0
(주)삼진엘앤디,54090,2019/12,91731193.0,5727459.0,92608719.0,580696.0,91731193.0,5727459.0,92608719.0,459781.0
(주)삼진엘앤디,54090,2020/12,84518699.0,-3621342.0,86138198.0,-1483844.0,84518699.0,-3621342.0,86138198.0,-1466930.0
(주)삼진엘앤디,54090,2021/12,87833611.0,267294.0,95227509.0,984909.0,87833611.0,267294.0,95227509.0,987950.0
(주)삼진엘앤디,54090,2022/12,86873310.0,-58623.0,92940649.0,-1616769.0,86873310.0,-58623.0,92940649.0,-1612686.0
(주)삼화네트웍스,46390,2012/12,28313888.0,-3115009.0,27516378.0,-4061759.0,28313888.0,-3115009.0,27516378.0,-4259909.0
(주)삼화네트웍스,46390,2013/12,34214107.0,3658111.0,33136477.0,3486470.0,34214107.0,3658111.0,33136477.0,3364407.0
(주)삼화네트웍스,46390,2014/12,34959531.0,-2008152.0,34233570.0,-1748709.0,34959531.0,-2008152.0,34233570.0,-1691205.0
(주)삼화네트웍스,46390,2015/12,33395191.0,-1667848.0,32199799.0,-2041142.0,33395191.0,-1667848.0,32199799.0,-2133302.0
(주)삼화네트웍스,46390,2016/12,40832478.0,8046007.0,39264089.0,7743825.0,40832478.0,8046007.0,39264089.0,7669221.0
(주)삼화네트웍스,46390,2017/12,40471399.0,974968.0,38636426.0,768232.0,40471399.0,974968.0,38636426.0,708954.0
(주)삼화네트웍스,46390,2018/12,34509751.0,-4912057.0,34513983.0,-3069242.0,34509751.0,-4912057.0,34513983.0,-3069687.0
(주)삼화네트웍스,46390,2019/12,35673565.0,1474323.0,34912293.0,721037.0,35673565.0,1474323.0,34912293.0,720922.0
(주)삼화네트웍스,46390,2020/12,29110275.0,-4819864.0,32216487.0,-959532.0,29110275.0,-4819864.0,32216487.0,-959546.0
(주)삼화네트웍스,46390,2021/12,43064402.0,8494642.0,44100507.0,6409043.0,43064402.0,8494642.0,44100507.0,6408964.0
(주)삼화네트웍스,46390,2022/12,56943665.0,13841500.0,57875496.0,13848389.0,56943665.0,13841500.0,57875496.0,13848283.0
(주)상보,27580,2012/12,64593894.0,8013857.0,,,64593894.0,8013857.0,,
(주)상보,27580,2013/12,72086137.0,8800935.0,,,72086137.0,8800935.0,,
(주)상보,27580,2014/12,64812908.0,-6205803.0,60534451.0,-10502722.0,60904808.0,-10113903.0,60534451.0,-10502722.0
(주)상보,27580,2015/12,60504406.0,-303756.0,54398904.0,-5219995.0,60504406.0,-303756.0,54398904.0,-5219995.0
(주)상보,27580,2016/12,60884700.0,-20208851.0,53600599.0,-20256950.0,60884700.0,-20208851.0,53600599.0,-20256950.0
(주)상보,27580,2017/12,55088656.0,-7864373.0,47793017.0,-7040779.0,55088656.0,-7864373.0,47793017.0,-7040779.0
(주)상보,27580,2018/12,29494810.0,-27821181.0,19854325.0,-29343733.0,29494810.0,-27821181.0,19854325.0,-29343733.0
(주)상보,27580,2019/12,38878157.0,-11048684.0,29448685.0,-10361457.0,38878157.0,-11048684.0,29448685.0,-10361457.0
(주)상보,27580,2020/12,42441042.0,3413785.0,33756773.0,3225840.0,42441042.0,3413785.0,33756773.0,3225840.0
(주)상보,27580,2021/12,65010460.0,4075904.0,56784008.0,1984263.0,65010460.0,4075904.0,56784008.0,1984263.0
(주)상보,27580,2022/12,68359537.0,3051285.0,65679141.0,8786646.0,68359537.0,3051285.0,65679141.0,8786646.0
(주)상지카일룸,42940,2012/12,9114955.0,-21510818.0,,,9114955.0,-21510818.0,,
(주)상지카일룸,42940,2013/12,12570206.0,665374.0,,,12570206.0,665374.0,,
(주)상지카일룸,42940,2014/12,6925189.0,-6640654.0,,,6925189.0,-6640654.0,,
(주)상지카일룸,42940,2015/12,7111650.0,-2921941.0,,,7111650.0,-2921941.0,,
(주)상지카일룸,42940,2016/12,2556952.0,-7618695.0,2581385.0,-7594262.0,2556952.0,-7618695.0,2581385.0,-7594262.0
(주)상지카일룸,42940,2017/12,26937860.0,-7844679.0,26787407.0,-7883531.0,26937860.0,-7844679.0,26787407.0,-7918303.0
(주)상지카일룸,42940,2018/12,45039234.0,10048106.0,44529668.0,9648780.0,45039234.0,10048106.0,44529668.0,9648780.0
(주)상지카일룸,42940,2019/12,46258189.0,-4305143.0,44913755.0,-5132906.0,46258189.0,-4305143.0,44913755.0,-5132906.0
(주)상지카일룸,42940,2020/12,67592874.0,-937822.0,61192970.0,-7227648.0,67592874.0,-937822.0,61192970.0,-7018067.0
(주)상지카일룸,42940,2021/12,74963465.0,-28782201.0,57347219.0,-39496543.0,74963465.0,-28782201.0,57347219.0,-39496543.0
(주)상지카일룸,42940,2022/12,78987991.0,-8615934.0,57719971.0,-12267708.0,78987991.0,-8615934.0,57719971.0,-12267708.0
(주)새빗켐,107600,2012/12,5214140.0,43007.0,,,,,,
(주)새빗켐,107600,2013/12,3735423.0,51530.0,,,,,,
(주)새빗켐,107600,2019/12,7101346.0,921392.0,,,,,,
(주)새빗켐,107600,2020/12,8887373.0,1873926.0,,,,,,
(주)새빗켐,107600,2021/12,14646398.0,4422892.0,,,14646398.0,4422892.0,,
(주)새빗켐,107600,2022/12,63145229.0,7701035.0,,,63145229.0,7701035.0,,
(주)샌즈랩,411080,2021/12,4868091.0,733713.0,,,4868091.0,733713.0,,
(주)샌즈랩,411080,2022/12,1998416.0,2155040.0,,,1998416.0,2155040.0,,
(주)샤페론,378800,2018/12,15024697.0,-2797274.0,,,,,,
(주)샤페론,378800,2019/12,10495449.0,-4529248.0,,,,,,
(주)샤페론,378800,2020/12,-52993454.0,-26542799.0,,,-52993454.0,-26542799.0,,
(주)샤페론,378800,2021/12,24399428.0,-23833245.0,,,24399428.0,-23833245.0,,
(주)샤페론,378800,2022/12,29279775.0,-10672728.0,,,29279775.0,-10672728.0,,
(주)서남,294630,2012/12,9215083.0,-1160616.0,,,,,,
(주)서남,294630,2013/12,15835951.0,-2032426.0,,,,,,
(주)서남,294630,2014/12,14191726.0,-1644225.0,,,,,,
(주)서남,294630,2015/12,8720995.0,-5470731.0,,,,,,
(주)서남,294630,2016/12,6884530.0,-9592531.0,,,,,,
(주)서남,294630,2017/12,4919092.0,-6856047.0,,,4919092.0,-6856047.0,,
(주)서남,294630,2018/12,7131342.0,-1449384.0,,,7131342.0,-1449384.0,,
(주)서남,294630,2019/12,5979950.0,-4220254.0,,,5979950.0,-4220254.0,,
(주)서남,294630,2020/12,12092345.0,-4541590.0,,,12092345.0,-4541590.0,,
(주)서남,294630,2021/12,9869177.0,-3996089.0,,,9869177.0,-3996089.0,,
(주)서남,294630,2022/12,7904221.0,-2115206.0,,,7904221.0,-2115206.0,,
(주)서린바이오사이언스,38070,2012/12,37303091.0,4809270.0,,,37303091.0,4809270.0,,
(주)서린바이오사이언스,38070,2013/12,41046007.0,4156748.0,41565918.0,4160344.0,41046007.0,4156748.0,41565918.0,4160344.0
(주)서린바이오사이언스,38070,2014/12,42599145.0,2657019.0,43143810.0,2667693.0,42599145.0,2657019.0,43143810.0,2681774.0
(주)서린바이오사이언스,38070,2015/12,45306357.0,1905414.0,46328214.0,1825079.0,45306357.0,1905414.0,46328214.0,1761080.0
(주)서린바이오사이언스,38070,2016/12,48558119.0,3980611.0,49692075.0,4072873.0,48558119.0,3980611.0,49692075.0,4157708.0
(주)서린바이오사이언스,38070,2017/12,51233471.0,1846208.0,52799688.0,2061035.0,51233471.0,1846208.0,52799688.0,2268469.0
(주)서린바이오사이언스,38070,2018/12,53194485.0,2376267.0,55268262.0,2624981.0,53194485.0,2376267.0,55268262.0,2883827.0
(주)서린바이오사이언스,38070,2019/12,58956201.0,8313596.0,61263081.0,8884269.0,58956201.0,8313596.0,61263081.0,8887481.0
(주)서린바이오사이언스,38070,2020/12,58968369.0,4693153.0,61383003.0,4892549.0,58968369.0,4693153.0,61383003.0,4800907.0
(주)서린바이오사이언스,38070,2021/12,73778082.0,15458527.0,76502473.0,15589406.0,73778082.0,15458527.0,76502473.0,15768284.0
(주)서린바이오사이언스,38070,2022/12,82344344.0,9182482.0,88167973.0,9541541.0,82344344.0,9182482.0,88167973.0,9977262.0
(주)서산,79650,2012/12,31670362.0,4012770.0,54659068.0,7524546.0,31670362.0,4012770.0,54659068.0,11789364.0
(주)서산,79650,2013/12,33225709.0,1841715.0,64565771.0,5495127.0,33225709.0,1841715.0,64565771.0,10243977.0
(주)서산,79650,2014/12,34935814.0,1910105.0,77865511.0,7131495.0,34935814.0,1910105.0,77865511.0,13499704.0
(주)서산,79650,2015/12,36569739.0,1833925.0,95413027.0,8992592.0,36569739.0,1833925.0,95413027.0,17855325.0
(주)서산,79650,2016/12,38536147.0,2366409.0,111613419.0,8771687.0,38536147.0,2366409.0,111613419.0,16875392.0
(주)서산,79650,2017/12,40348132.0,2311985.0,116937829.0,3893464.0,40348132.0,2311985.0,116937829.0,6099410.0
(주)서산,79650,2018/12,39134068.0,111792.0,115893308.0,-770737.0,39134068.0,111792.0,115893308.0,-1573936.0
(주)서산,79650,2019/12,37571893.0,138652.0,111342347.0,-1202367.0,37571893.0,138652.0,111342347.0,-2840515.0
(주)서산,79650,2020/12,34768382.0,-1394685.0,97305431.0,-6453819.0,34768382.0,-1394685.0,97305431.0,-12637195.0
(주)서산,79650,2021/12,38196624.0,3004052.0,102822951.0,3943940.0,38196624.0,3004052.0,102822951.0,5093331.0
(주)서산,79650,2022/12,39996959.0,1124944.0,104758794.0,1185923.0,39996959.0,1124944.0,104758794.0,1260452.0
(주)서울리거,43710,2012/12,11475644.0,1371537.0,11089220.0,1259052.0,11475644.0,1371537.0,11089220.0,1259052.0
(주)서울리거,43710,2013/12,1486777.0,-11530811.0,989806.0,-11639358.0,1486777.0,-11530811.0,989806.0,-11639358.0
(주)서울리거,43710,2014/12,17548978.0,-7303393.0,16978402.0,-7371202.0,17548978.0,-7303393.0,16978402.0,-7371202.0
(주)서울리거,43710,2015/12,14226923.0,-6527779.0,14204889.0,-5980854.0,14226923.0,-6527779.0,14204889.0,-5980854.0
(주)서울리거,43710,2016/12,39667083.0,-1818892.0,39519283.0,-2472902.0,39667083.0,-1818892.0,39519283.0,-2472902.0
(주)서울리거,43710,2017/12,37000902.0,-1335012.0,36768555.0,-1405058.0,37000902.0,-1335012.0,36768555.0,-1406275.0
(주)서울리거,43710,2018/12,49286761.0,-2727076.0,47847106.0,-3831262.0,49286761.0,-2727076.0,47847106.0,-3870468.0
(주)서울리거,43710,2019/12,52562036.0,-6359212.0,65806542.0,-7114203.0,52562036.0,-6359212.0,65806542.0,-8037162.0
(주)서울리거,43710,2020/12,29836836.0,-25362259.0,34574743.0,-25030877.0,29836836.0,-25362259.0,34574743.0,-34164440.0
(주)서울리거,43710,2021/12,25943458.0,-7000687.0,25927350.0,-5785272.0,25943458.0,-7000687.0,25927350.0,-7418053.0
(주)서울리거,43710,2022/12,32755786.0,-3766067.0,30103186.0,-6385332.0,32755786.0,-3766067.0,30103186.0,-6385332.0
(주)서울옥션,63170,2012/12,51791217.0,2121187.0,52037883.0,2114143.0,51791217.0,2121187.0,52037883.0,2114143.0
(주)서울옥션,63170,2013/12,52807483.0,1850161.0,53357750.0,2147019.0,52807483.0,1850161.0,53357750.0,2147019.0
(주)서울옥션,63170,2014/12,54866054.0,3120077.0,55839476.0,3587137.0,54866054.0,3120077.0,55839476.0,3587137.0
(주)서울옥션,63170,2015/12,60555017.0,7318320.0,67295344.0,12930562.0,60555017.0,7318320.0,67295344.0,12930562.0
(주)서울옥션,63170,2016/12,61124269.0,2809793.0,72604075.0,6146247.0,61124269.0,2809793.0,72604075.0,6624600.0
(주)서울옥션,63170,2017/12,60385355.0,2591766.0,72288535.0,3117185.0,60385355.0,2591766.0,72288535.0,3055687.0
(주)서울옥션,63170,2018/12,61953084.0,3310264.0,78119326.0,7313243.0,61953084.0,3310264.0,78119326.0,7084634.0
(주)서울옥션,63170,2019/12,53689020.0,-6587779.0,68553031.0,-6677187.0,53689020.0,-6587779.0,68553031.0,-8742192.0
(주)서울옥션,63170,2020/12,52696393.0,-1123757.0,65236662.0,-2716110.0,52696393.0,-1123757.0,65236662.0,-2716110.0
(주)서울옥션,63170,2021/12,73915840.0,16317873.0,87188805.0,16044150.0,73915840.0,16317873.0,87188805.0,16044150.0
(주)서울옥션,63170,2022/12,110368487.0,4788928.0,124166380.0,4542280.0,110368487.0,4788928.0,124166380.0,4542280.0
(주)서울제약,18680,2012/12,25383598.0,5102761.0,,,25383598.0,5102761.0,,
(주)서울제약,18680,2013/12,32252090.0,617911.0,,,32252090.0,617911.0,,
(주)서울제약,18680,2014/12,31100098.0,-695966.0,,,31100098.0,-695966.0,,
(주)서울제약,18680,2015/12,33528488.0,-783061.0,,,33528488.0,-783061.0,,
(주)서울제약,18680,2016/12,36794334.0,-4458632.0,,,36794334.0,-4458632.0,,
(주)서울제약,18680,2017/12,37121829.0,-10577449.0,,,37121829.0,-10577449.0,,
(주)서울제약,18680,2018/12,30310098.0,-7623976.0,,,30310098.0,-7623976.0,,
(주)서울제약,18680,2019/12,28450543.0,-1869378.0,,,28450543.0,-1869378.0,,
(주)서울제약,18680,2020/12,28852469.0,-1341550.0,,,28852469.0,-1341550.0,,
(주)서울제약,18680,2021/12,18957654.0,-9688582.0,,,18957654.0,-9688582.0,,
(주)서울제약,18680,2022/12,35421679.0,855094.0,,,35421679.0,855094.0,,
(주)서전기전,189860,2012/12,12750382.0,6611424.0,,,,,,
(주)서전기전,189860,2013/12,14794271.0,5700906.0,,,14794271.0,5700906.0,14794271.0,5700906.0
(주)서전기전,189860,2014/12,32198647.0,9587822.0,32418214.0,9807389.0,32198647.0,9587822.0,32418214.0,9807389.0
(주)서전기전,189860,2015/12,30672190.0,680015.0,30368077.0,156335.0,30672190.0,680015.0,30368077.0,156335.0
(주)서전기전,189860,2016/12,31795496.0,1781572.0,31392038.0,1387665.0,31795496.0,1781572.0,31392038.0,1387665.0
(주)서전기전,189860,2017/12,33650084.0,2791479.0,,,33650084.0,2791479.0,,
(주)서전기전,189860,2018/12,36912428.0,3367830.0,,,36912428.0,3367830.0,,
(주)서전기전,189860,2019/12,37763763.0,1336274.0,,,37763763.0,1336274.0,,
(주)서전기전,189860,2020/12,40011324.0,2538524.0,,,40011324.0,2538524.0,,
(주)서전기전,189860,2021/12,37288115.0,-2432245.0,,,37288115.0,-2432245.0,,
(주)서전기전,189860,2022/12,34095195.0,-3192920.0,,,34095195.0,-3192920.0,,
(주)석경에이티,357550,2012/12,4166956.0,56363.0,,,,,,
(주)석경에이티,357550,2013/12,4250451.0,83496.0,,,,,,
(주)석경에이티,357550,2014/12,4589820.0,339368.0,,,,,,
(주)석경에이티,357550,2015/12,5179220.0,589401.0,,,,,,
(주)석경에이티,357550,2016/12,6163254.0,984034.0,,,,,,
(주)석경에이티,357550,2017/12,6368066.0,204812.0,,,,,,
(주)석경에이티,357550,2018/12,6740718.0,372651.0,,,,,,
(주)석경에이티,357550,2019/12,9933679.0,1032522.0,10050483.0,1110990.0,9933679.0,1032522.0,10050483.0,1110990.0
(주)석경에이티,357550,2020/12,20644892.0,1015528.0,20767083.0,1021938.0,20644892.0,1015528.0,20767083.0,1021938.0
(주)석경에이티,357550,2021/12,23654947.0,3065088.0,23811927.0,3102371.0,23654947.0,3065088.0,23811927.0,3102371.0
(주)석경에이티,357550,2022/12,29506661.0,4232421.0,29713218.0,4292737.0,29506661.0,4232421.0,29713218.0,4292737.0
(주)성창오토텍,80470,2012/12,34252433.0,3441530.0,37842726.0,6252726.0,34252433.0,3441530.0,37842726.0,6197617.0
(주)성창오토텍,80470,2013/12,40813066.0,4642910.0,44581640.0,4130806.0,40813066.0,4642910.0,44581640.0,3996631.0
(주)성창오토텍,80470,2014/12,41900798.0,1982054.0,46175496.0,1541994.0,41900798.0,1982054.0,46175496.0,2153641.0
(주)성창오토텍,80470,2015/12,44009863.0,2667647.0,46844548.0,1100740.0,44009863.0,2667647.0,46844548.0,1174806.0
(주)성창오토텍,80470,2016/12,44173927.0,1094384.0,48530791.0,1315854.0,44173927.0,1094384.0,48530791.0,1523907.0
(주)성창오토텍,80470,2017/12,42663023.0,-1181123.0,46306322.0,-1779544.0,42663023.0,-1181123.0,46306322.0,-1288740.0
(주)성창오토텍,80470,2018/12,38827919.0,-2983236.0,42622904.0,-2262839.0,38827919.0,-2983236.0,42622904.0,-3053272.0
(주)성창오토텍,80470,2019/12,37967429.0,-770429.0,42558028.0,-220540.0,37967429.0,-770429.0,42558028.0,-140764.0
(주)성창오토텍,80470,2020/12,38671542.0,1212310.0,41601568.0,830036.0,38671542.0,1212310.0,41601568.0,-211033.0
(주)성창오토텍,80470,2021/12,41557487.0,2853055.0,45608419.0,3854269.0,41557487.0,2853055.0,45608419.0,4561479.0
(주)성창오토텍,80470,2022/12,45130558.0,3499977.0,48905468.0,2344900.0,45130558.0,3499977.0,48905468.0,2581561.0
(주)세경하이테크,148150,2012/12,14616284.0,5362141.0,,,,,,
(주)세경하이테크,148150,2013/12,47627206.0,15951103.0,,,,,,
(주)세경하이테크,148150,2014/12,48984939.0,1837733.0,,,,,,
(주)세경하이테크,148150,2015/12,51430836.0,4526722.0,49543608.0,5679196.0,51430836.0,4526722.0,49543608.0,5653223.0
(주)세경하이테크,148150,2016/12,51201855.0,432203.0,51821258.0,2988258.0,51201855.0,432203.0,51821258.0,2931905.0
(주)세경하이테크,148150,2017/12,50029057.0,-2498945.0,49725265.0,-2715107.0,50029057.0,-2498945.0,49725265.0,-2715107.0
(주)세경하이테크,148150,2018/12,84391637.0,28640022.0,87977708.0,31796979.0,84391637.0,28640022.0,87977708.0,31796979.0
(주)세경하이테크,148150,2019/12,131299304.0,18278437.0,138823824.0,21078626.0,131299304.0,18278437.0,138823824.0,21123932.0
(주)세경하이테크,148150,2020/12,124489892.0,-4169153.0,131586159.0,-3730394.0,124489892.0,-4169153.0,131586159.0,-3458658.0
(주)세경하이테크,148150,2021/12,137176919.0,11810497.0,157783850.0,22622027.0,137176919.0,11810497.0,157783850.0,22728942.0
(주)세경하이테크,148150,2022/12,148795983.0,12614241.0,174185795.0,16453248.0,148795983.0,12614241.0,174185795.0,16523044.0
(주)세림비앤지,340440,2019/12,,,,,,,,
(주)세림비앤지,340440,2020/12,,,,,,,,
(주)세림비앤지,340440,2021/12,26162143.0,-3097839.0,,,26162143.0,-3097839.0,,
(주)세림비앤지,340440,2022/12,29215342.0,2198438.0,,,29215342.0,2198438.0,,
(주)세아메카닉스,396300,2012/12,16988857.0,7030264.0,,,,,,
(주)세아메카닉스,396300,2013/12,23885301.0,6996444.0,,,,,,
(주)세아메카닉스,396300,2014/12,27043028.0,3487727.0,,,,,,
(주)세아메카닉스,396300,2015/12,22770969.0,-327912.0,,,,,,
