회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원),[U01290100](계속사업손익)법인세비용(천원)
(주)덱스터스튜디오,206560,2017/12,25334023,35605479,-10271455,-21867728,-21867728,-41112738,-6932160,24984428,35605479,-10621051,-21977293,-21977293,-41364682,-6956748,25334023,35605479,-10271455,11596273,-21867728,-41112738,-6932160,24984428,35605479,-10621051,11356242,-21977293,-41364682,-6956748
(주)덱스터스튜디오,206560,2018/12,39216741,28124851,11091891,2067364,2067364,3731178,912804,35739469,24846996,10892473,1948616,1948616,3588407,882207,39216741,28124851,11091891,9024527,2067364,3731178,912804,35739469,24846996,10892473,8943857,1948616,3588407,882207
(주)덱스터스튜디오,206560,2019/12,55482725,0,55482725,-5357794,-5357794,-5265270,2441997,38294449,0,38294449,-5708639,-5708639,-5458803,2401339,55482725,0,55482725,60840518,-5357794,-5265270,2441997,38294449,0,38294449,44003088,-5708639,-5458803,2401339
(주)덱스터스튜디오,206560,2020/12,26329132,0,26329132,202552,202552,308066,3350834,24094571,0,24094571,-352685,-352685,-163509,3153426,26329132,0,26329132,26126580,202552,308066,3350834,24094571,0,24094571,24447256,-352685,-163509,3153426
(주)덱스터스튜디오,206560,2021/12,43025492,0,43025492,-569745,-569745,-317720,129526,30452760,0,30452760,-2595739,-2595739,-1195678,0,43025492,0,43025492,43595237,-569745,-317720,129526,30452760,0,30452760,33048499,-2595739,-1195678,0
(주)덱스터스튜디오,206560,2022/12,65905731,0,65905731,-2512358,-2512358,-3839967,2333521,32698202,0,32698202,-3259846,-3259846,-4064321,2281272,65905731,0,65905731,68418088,-2512358,-3839967,2333521,32698202,0,32698202,35958048,-3259846,-4064321,2281272
(주)덴티스,261200,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)덴티스,261200,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)덴티스,261200,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)덴티스,261200,2020/12,46717231,26562785,20154446,-11975406,-11975406,-16527805,-2894866,41479000,25320753,16158247,-10007213,-10007213,-15243527,-2894979,46717231,26562785,20154446,32129852,-11975406,-16527805,-2894866,41479000,25320753,16158247,26165460,-10007213,-15243527,-2894979
(주)덴티스,261200,2021/12,65740648,34874384,30866264,468659,468659,90961,-30971,54428608,31592980,22835627,261552,261552,-97288,-30934,65740648,34874384,30866264,30397605,468659,90961,-30971,54428608,31592980,22835627,22574076,261552,-97288,-30934
(주)덴티스,261200,2022/12,87087136,41604360,45482776,5585567,5585567,1362616,1059290,74493583,36164300,38329283,9122628,9122628,3719863,1060250,87087136,41604360,45482776,39897209,5585567,1362616,1059290,74493583,36164300,38329283,29206654,9122628,3719863,1060250
(주)동방선기,099410,2012/12,38614066,31457813,7156253,-3983755,-3983755,-12350349,-3670824,28754075,24002696,4751380,-4401651,-4401650,-2622126,-595905,38614066,31457813,7156253,11140008,-3983755,-12350349,-3670824,28754075,24002696,4751380,9153030,-4401650,-2622126,-595905
(주)동방선기,099410,2013/12,24243352,22189235,2054117,-8003708,-8003707,-8997154,-1060300,22347216,18864395,3482822,1910868,1910868,1160199,242726,24243352,22189235,2054117,10057825,-8003707,-8997154,-1060300,22347216,18864395,3482822,1571954,1910868,1160199,242726
(주)동방선기,099410,2014/12,35538546,32531196,3007350,-1778522,-1778523,-2120417,-548510,25955520,22704192,3251328,1242233,1242233,-16730434,-3632951,35538546,32531196,3007350,4785872,-1778523,-2120417,-548510,25955520,22704192,3251328,2009095,1242233,-16730434,-3632951
(주)동방선기,099410,2015/12,45092509,39089591,6002917,1340753,1340753,-1231431,-320401,33449173,28270860,5178313,2094878,2094878,-1728821,-420326,45092509,39089591,6002917,4662164,1340753,-1231431,-320401,33449173,28270860,5178313,3083435,2094878,-1728821,-420326
(주)동방선기,099410,2016/12,29202617,25112787,4089830,1796851,1796851,1376299,-474689,29215663,25130611,4085052,1792413,1792413,-2669754,-574218,29202617,25112787,4089830,2292979,1796851,1376299,-474689,29215663,25130611,4085052,2292639,1792413,-2669754,-574218
(주)동방선기,099410,2017/12,,,,,,,,19302291,18059957,1242335,-667105,-667105,1506864,4407310,,,,,,,,19302291,18059957,1242335,1909439,-667105,1506864,4407310
(주)동방선기,099410,2018/12,,,,,,,,17058634,17586755,-528121,-2825982,-2825982,-2423591,-59879,,,,,,,,17058634,17586755,-528121,2297861,-2825982,-2423591,-59879
(주)동방선기,099410,2019/12,,,,,,,,23630293,22223830,1406464,-1255401,-1255400,-1012621,-32687,,,,,,,,23630293,22223830,1406464,2661864,-1255400,-1012621,-32687
(주)동방선기,099410,2020/12,,,,,,,,21554995,20533383,1021612,-1359095,-1359095,-1027225,-98443,,,,,,,,21554995,20533383,1021612,2380708,-1359095,-1027225,-98443
(주)동방선기,099410,2021/12,,,,,,,,22981429,20422388,2559041,490191,490191,1201059,141960,,,,,,,,22981429,20422388,2559041,2068850,490191,1201059,141960
(주)동방선기,099410,2022/12,,,,,,,,24859837,20786830,4073007,1399148,1399148,1209487,-70803,,,,,,,,24859837,20786830,4073007,2673859,1399148,1209487,-70803
(주)동운아나텍,094170,2015/12,,,,,,,,56872562,34619737,22252825,8299961,8299961,7831131,-195694,,,,,,,,56872562,34619737,22252825,13952864,8299961,7831131,-195694
(주)동운아나텍,094170,2016/12,,,,,,,,54673627,38296564,16377063,1467793,1467793,655555,-676208,,,,,,,,54673627,38296564,16377063,14909270,1467793,655555,-676208
(주)동운아나텍,094170,2017/12,,,,,,,,54989112,41425778,13563335,-1799001,-1799001,-3265947,-142531,,,,,,,,54989112,41425778,13563335,15362336,-1799001,-3265947,-142531
(주)동운아나텍,094170,2018/12,,,,,,,,46698555,36491980,10206576,-6280845,-6280845,-7774183,96473,,,,,,,,46698555,36491980,10206576,16487420,-6280845,-7774183,96473
(주)동운아나텍,094170,2019/12,,,,,,,,54763967,39337549,15426418,-2188813,-2188813,7294198,688812,,,,,,,,54763967,39337549,15426418,17615232,-2188813,7294198,688812
(주)동운아나텍,094170,2020/12,,,,,,,,70719106,50493325,20225781,2323651,2323651,1814403,1019305,,,,,,,,70719106,50493325,20225781,17902130,2323651,1814403,1019305
(주)동운아나텍,094170,2021/12,,,,,,,,50661221,41870932,8790289,-15794805,-15794805,-17337473,-2466767,,,,,,,,50661221,41870932,8790289,24585093,-15794805,-17337473,-2466767
(주)동운아나텍,094170,2022/12,,,,,,,,50138173,35336151,14802022,-6259569,-6259569,-8990752,-580570,,,,,,,,50138173,35336151,14802022,21061591,-6259569,-8990752,-580570
(주)동일기연,032960,2012/12,35460962,22371930,13089032,3728736,3728736,7074110,784546,35454832,22729019,12725813,4498479,4498479,7619687,778045,35460962,22371930,13089032,9360295,3728736,7074110,784546,35454832,22729019,12725813,8227334,4498479,7619687,778045
(주)동일기연,032960,2013/12,32037652,20723719,11313933,3125707,3125707,5128973,643673,32032327,20528675,11503652,4401007,4401007,6349756,639483,32037652,20723719,11313933,8188226,3125707,5128973,643673,32032327,20528675,11503652,7102645,4401007,6349756,639483
(주)동일기연,032960,2014/12,33098686,20758773,12339913,3124221,3124221,4601330,453761,33105836,21801195,11304641,3709561,3709561,4926736,406279,33098686,20758773,12339913,9215692,3124221,4601330,453761,33105836,21801195,11304641,7595080,3709561,4926736,406279
(주)동일기연,032960,2015/12,28501761,16631921,11869840,1784953,1784953,3789582,280562,28498716,17476348,11022368,2894824,2894824,4842187,238608,28501761,16631921,11869840,10084886,1784953,3789582,280562,28498716,17476348,11022368,8127543,2894824,4842187,238608
(주)동일기연,032960,2016/12,28280102,16805639,11474463,1082478,1082478,5831969,513786,28273584,17733576,10540008,1638298,1638298,6243637,469133,28280102,16805639,11474463,10391984,1082478,5831969,513786,28273584,17733576,10540008,8901709,1638298,6243637,469133
(주)동일기연,032960,2017/12,34429354,20135820,14293534,2387315,2387315,8449677,1177599,34242984,21295052,12947931,3062006,3062006,5010952,241019,34429354,20135820,14293534,11906219,2387315,8449677,1177599,34242984,21295052,12947931,9885926,3062006,5010952,241019
(주)동일기연,032960,2018/12,26930368,18171060,8759308,-1363334,-1363334,-1747632,-964152,26438736,18500831,7937905,235596,235596,-1398764,-974413,26930368,18171060,8759308,10122642,-1363334,-1747632,-964152,26438736,18500831,7937905,7702309,235596,-1398764,-974413
(주)동일기연,032960,2019/12,28951585,17950637,11000948,919141,919141,2104817,25843,28889519,19032268,9857251,1975944,1975944,1945817,11781,28951585,17950637,11000948,10081807,919141,2104817,25843,28889519,19032268,9857251,7881306,1975944,1945817,11781
(주)동일기연,032960,2020/12,25251570,14793772,10457798,190941,190941,571446,482439,24725928,15638390,9087537,1593523,1593523,1282139,190346,25251570,14793772,10457798,10266857,190941,571446,482439,24725928,15638390,9087537,7494014,1593523,1282139,190346
(주)동일기연,032960,2021/12,26109333,15716824,10392509,75149,75149,8292632,526352,25767485,16017434,9750052,2138155,2138155,10710280,798585,26109333,15716824,10392509,10317360,75149,8292632,526352,25767485,16017434,9750052,7611897,2138155,10710280,798585
(주)동일기연,032960,2022/12,26699393,15980253,10719140,1101723,1101723,1173418,126571,26498314,16400888,10097426,1995502,1995502,2423931,109856,26699393,15980253,10719140,9617417,1101723,1173418,126571,26498314,16400888,10097426,8101924,1995502,2423931,109856
(주)듀오백,073190,2012/12,38673329,26181816,12491513,-1423334,-1423334,-186249,-44155,36069601,26156730,9912871,-497766,-497766,728844,13178,38673329,26181816,12491513,13914847,-1423334,-186249,-44155,36069601,26156730,9912871,10410637,-497766,728844,13178
(주)듀오백,073190,2013/12,40419100,26869710,13549389,90256,90256,369071,1292428,37332774,26869392,10463382,889636,889636,1094119,1082484,40419100,26869710,13549389,13459133,90256,369071,1292428,37332774,26869392,10463382,9573746,889636,1094119,1082484
(주)듀오백,073190,2014/12,41712497,29186593,12525904,-3451103,-3451103,-5082432,-894079,38932506,29186648,9745858,-2354475,-2354475,-6440515,-1090172,41712497,29186593,12525904,15977008,-3451103,-5082432,-894079,38932506,29186648,9745858,12100333,-2354475,-6440515,-1090172
(주)듀오백,073190,2015/12,34845024,25847001,8998023,-3883835,-3883835,-2745510,711353,34127486,25847001,8280485,-3436253,-3436253,-2875333,659496,34845024,25847001,8998023,12881858,-3883835,-2745510,711353,34127486,25847001,8280485,11716738,-3436253,-2875333,659496
(주)듀오백,073190,2016/12,32483515,24263223,8220292,-5073348,-5073348,-5214780,301805,31983156,24263223,7719933,-4979221,-4979221,-6073712,159245,32483515,24263223,8220292,13293640,-5073348,-5214780,301805,31983156,24263223,7719933,12699154,-4979221,-6073712,159245
(주)듀오백,073190,2017/12,38859471,27443863,11415608,580033,580033,1193727,-136556,38302767,27468446,10834322,719444,719444,1058505,-85914,38859471,27443863,11415608,10835575,580033,1193727,-136556,38302767,27468446,10834322,10114878,719444,1058505,-85914
(주)듀오백,073190,2018/12,32678107,25101587,7576521,-2880725,-2880725,-3399194,-198170,28484831,21830897,6653934,-2608607,-2608607,-3005658,14920,32678107,25101587,7576521,10457246,-2880725,-3399194,-198170,28484831,21830897,6653934,9262541,-2608607,-3005658,14920
(주)듀오백,073190,2019/12,31808599,23400817,8407783,-2468695,-2468694,-2400160,556513,28595364,20783433,7811931,-2197997,-2197997,-2429025,581542,31808599,23400817,8407783,10876477,-2468694,-2400160,556513,28595364,20783433,7811931,10009928,-2197997,-2429025,581542
(주)듀오백,073190,2020/12,44087851,31166741,12921110,679200,679200,721194,0,43211585,30700161,12511423,702483,702483,783316,0,44087851,31166741,12921110,12241911,679200,721194,0,43211585,30700161,12511423,11808940,702483,783316,0
(주)듀오백,073190,2021/12,38648444,30474139,8174305,-3243644,-3243644,-4061652,0,38281875,30473853,7808023,-3338587,-3338587,-4154051,0,38648444,30474139,8174305,11417949,-3243644,-4061652,0,38281875,30473853,7808023,11146609,-3338587,-4154051,0
(주)듀오백,073190,2022/12,31570719,24807448,6763270,-4222828,-4222828,-3665702,0,31222834,24807448,6415386,-4321097,-4321097,-3765946,0,31570719,24807448,6763270,10986098,-4222828,-3665702,0,31222834,24807448,6415386,10736484,-4321097,-3765946,0
(주)드래곤플라이,030350,2012/12,34046437,3092469,30953968,4128509,4128508,-7147783,396447,33543646,3092469,30451177,4070563,4070563,-5960473,396447,34046437,3092469,30953968,26825460,4128508,-7147783,396447,33543646,3092469,30451177,26380614,4070563,-5960473,396447
(주)드래곤플라이,030350,2013/12,23034689,128210,22906479,228925,228926,-26871055,6498109,23034689,128210,22906479,504299,504300,-32560999,6498109,23034689,128210,22906479,22677553,228926,-26871055,6498109,23034689,128210,22906479,22402179,504300,-32560999,6498109
(주)드래곤플라이,030350,2014/12,19613337,0,19613337,2765733,2765733,-2813449,6461648,19613337,0,19613337,2609913,2609913,-2776183,6461648,19613337,0,19613337,16847604,2765733,-2813449,6461648,19613337,0,19613337,17003424,2609913,-2776183,6461648
(주)드래곤플라이,030350,2015/12,16519574,0,16519574,3702334,3702334,-7130985,673352,16519574,0,16519574,3744014,3744014,-9161425,673352,16519574,0,16519574,12817240,3702334,-7130985,673352,16519574,0,16519574,12775560,3744014,-9161425,673352
(주)드래곤플라이,030350,2016/12,10939185,0,10939185,1572232,1572232,-31812,269170,10939185,0,10939185,1575388,1575388,-46491,269170,10939185,0,10939185,9366953,1572232,-31812,269170,10939185,0,10939185,9363797,1575388,-46491,269170
(주)드래곤플라이,030350,2017/12,,,,,,,,7565737,0,7565737,-5496502,-5496502,-9514038,217191,,,,,,,,7565737,0,7565737,13062239,-5496502,-9514038,217191
(주)드래곤플라이,030350,2018/12,,,,,,,,6373655,0,6373655,-5899804,-5899804,-8572020,116013,,,,,,,,6373655,0,6373655,12273459,-5899804,-8572020,116013
(주)드래곤플라이,030350,2019/12,6081313,0,6081313,-4509707,-4509707,-5674192,75538,6081313,0,6081313,-4330423,-4330423,-5493923,75538,6081313,0,6081313,10591019,-4509707,-5674192,75538,6081313,0,6081313,10411736,-4330423,-5493923,75538
(주)드래곤플라이,030350,2020/12,3776852,0,3776852,-3474081,-3474081,-8124482,70611,4169240,0,4169240,98737,98737,-8279031,70611,3776852,0,3776852,7250933,-3474081,-8124482,70611,4169240,0,4169240,4070504,98737,-8279031,70611
(주)드래곤플라이,030350,2021/12,6296994,0,6296994,-3816770,-3816770,-15263551,50713,3571272,0,3571272,-2948037,-2948037,-16773913,54463,6296994,0,6296994,10113764,-3816770,-15263551,50713,3571272,0,3571272,6519309,-2948037,-16773913,54463
(주)드래곤플라이,030350,2022/12,7096804,0,7096804,-9596097,-9596097,-14777380,-347757,3680144,0,3680144,-7580914,-7580914,-14019172,52651,7096804,0,7096804,16692900,-9596097,-14777380,-347757,3680144,0,3680144,11261058,-7580914,-14019172,52651
(주)드림시큐리티,203650,2014/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드림시큐리티,203650,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드림시큐리티,203650,2016/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)드림시큐리티,203650,2017/12,24768402,18119750,6648652,1083567,1083567,-1528960,67005,20574060,15282995,5291065,379072,379072,-2211736,14596,24768402,18119750,6648652,5565085,1083567,-1528960,67005,20574060,15282995,5291065,4911994,379072,-2211736,14596
(주)드림시큐리티,203650,2018/12,28316767,19922718,8394049,3145381,3145381,3372295,233095,24951235,17551750,7399485,2789840,2789840,3013568,275377,28316767,19922718,8394049,5248668,3145381,3372295,233095,24951235,17551750,7399485,4609645,2789840,3013568,275377
(주)드림시큐리티,203650,2019/12,28815881,21022203,7793678,1771025,1771025,2080578,-446328,22615520,16040318,6575202,1167268,1167268,1476605,-245104,28815881,21022203,7793678,6022653,1771025,2080578,-446328,22615520,16040318,6575202,5407934,1167268,1476605,-245104
(주)드림시큐리티,203650,2020/12,158408333,105118202,53290131,13050945,13050945,7322174,1144405,24874760,17457122,7417638,1923088,1923088,1819463,-465713,158408333,105118202,53290131,40239186,13050945,7322174,1144405,24874760,17457122,7417638,5494550,1923088,1819463,-465713
(주)드림시큐리티,203650,2021/12,189510984,129119969,60391016,17672824,17672824,16214607,1177457,28020094,18102022,9918072,2376968,2376968,2400314,-1561200,189510984,129119969,60391016,42718192,17672824,16214607,1177457,28020094,18102022,9918072,7541105,2376968,2400314,-1561200
(주)드림시큐리티,203650,2022/12,224194724,152940511,71254214,25249946,25249946,12267309,2591414,30223969,19330981,10892987,3089105,3089105,-2504500,-516401,224194724,152940511,71254214,46004267,25249946,12267309,2591414,30223969,19330981,10892987,7803882,3089105,-2504500,-516401
(주)디모아,016670,2012/12,95972857,80648233,15324624,6716198,6716199,4693418,1073298,55723664,44369843,11353820,5665883,5665883,4323983,965535,95972857,80648233,15324624,8608425,6716199,4693418,1073298,55723664,44369843,11353820,5687937,5665883,4323983,965535
(주)디모아,016670,2013/12,103871260,83994917,19876343,8914703,8914702,7814220,1664475,59365552,46970505,12395047,7221219,7221219,6430127,1389753,103871260,83994917,19876343,10961641,8914702,7814220,1664475,59365552,46970505,12395047,5173828,7221219,6430127,1389753
(주)디모아,016670,2014/12,111790797,90517953,21272843,10049141,10049140,10244411,1892636,70059334,55698309,14361026,8968131,8968131,9053478,1826903,111790797,90517953,21272843,11223703,10049140,10244411,1892636,70059334,55698309,14361026,5392895,8968131,9053478,1826903
(주)디모아,016670,2015/12,125056165,103013592,22042572,8918236,8918235,4045468,1399243,72820518,57895854,14924664,8475636,8475637,3336545,788619,125056165,103013592,22042572,13124337,8918235,4045468,1399243,72820518,57895854,14924664,6449027,8475637,3336545,788619
(주)디모아,016670,2016/12,112077282,98940062,13137219,2118663,2118665,2360374,817629,53443154,45550415,7892739,1385156,1385156,1790956,523138,112077282,98940062,13137219,11018554,2118665,2360374,817629,53443154,45550415,7892739,6507583,1385156,1790956,523138
(주)디모아,016670,2017/12,113100719,100288364,12812355,1369318,1369318,2310511,584617,55737521,48216318,7521203,359917,359916,1202526,339205,113100719,100288364,12812355,11443037,1369318,2310511,584617,55737521,48216318,7521203,7161287,359916,1202526,339205
(주)디모아,016670,2018/12,15619906,3297898,12322007,1906801,1906800,2674111,706083,8889174,2434694,6454480,69794,69794,682744,144370,15619906,3297898,12322007,10415207,1906800,2674111,706083,8889174,2434694,6454480,6384686,69794,682744,144370
(주)디모아,016670,2019/12,20405375,1451505,18953870,7821685,7821687,1528860,3266615,4633217,244708,4388509,96457,96457,-7424444,1261130,20405375,1451505,18953870,11132183,7821687,1528860,3266615,4633217,244708,4388509,4292052,96457,-7424444,1261130
(주)디모아,016670,2020/12,24148848,2389862,21758986,6708924,6708924,-38065196,4635116,4890555,222216,4668339,-229277,-229277,-45467515,3200043,24148848,2389862,21758986,15050062,6708924,-38065196,4635116,4890555,222216,4668339,4897616,-229277,-45467515,3200043
(주)디모아,016670,2021/12,34739694,11774049,22965644,6502669,6502669,4889388,943244,13670464,8573077,5097386,178824,178824,-2918712,-230390,34739694,11774049,22965644,16462975,6502669,4889388,943244,13670464,8573077,5097386,4918563,178824,-2918712,-230390
(주)디모아,016670,2022/12,36729699,14514274,22215425,1713111,1713111,-18055857,810410,29622575,12191449,17431126,1873754,1873754,-17988244,360202,36729699,14514274,22215425,20502314,1713111,-18055857,810410,29622575,12191449,17431126,15557373,1873754,-17988244,360202
(주)디바이스이엔지,187870,2017/12,,,,,,,,115287774,95212231,20075543,10923189,10923189,8998178,1470319,,,,,,,,115287774,95212231,20075543,9152354,10923189,8998178,1470319
(주)디바이스이엔지,187870,2018/12,,,,,,,,93160425,66405272,26755153,16337228,16337228,17467575,3538519,,,,,,,,93160425,66405272,26755153,10417925,16337228,17467575,3538519
(주)디바이스이엔지,187870,2019/12,,,,,,,,43228287,32353600,10874687,4417264,4417264,5813596,1163843,,,,,,,,43228287,32353600,10874687,6457422,4417264,5813596,1163843
(주)디바이스이엔지,187870,2020/12,,,,,,,,126172727,68777883,57394844,43714287,43714287,39262739,8868004,,,,,,,,126172727,68777883,57394844,13680557,43714287,39262739,8868004
(주)디바이스이엔지,187870,2021/12,125067664,76117370,48950294,35803534,35803534,40521076,9069013,125067664,76117370,48950294,35819944,35819944,40358950,9069013,125067664,76117370,48950294,13146759,35803534,40521076,9069013,125067664,76117370,48950294,13130349,35819944,40358950,9069013
(주)디바이스이엔지,187870,2022/12,72739750,54821703,17918047,13323083,13323083,13541918,2742105,72739750,54821703,17918047,13353160,13353160,13811562,2742105,72739750,54821703,17918047,4594964,13323083,13541918,2742105,72739750,54821703,17918047,4564887,13353160,13811562,2742105
(주)디스플레이테크,066670,2012/12,,,,,,,,293664618,266637924,27026694,22241868,22241868,21779027,4729075,,,,,,,,293664618,266637924,27026694,4784826,22241868,21779027,4729075
(주)디스플레이테크,066670,2013/12,,,,,,,,535275211,494468905,40806306,33672391,33672391,33443923,6893915,,,,,,,,535275211,494468905,40806306,7133916,33672391,33443923,6893915
(주)디스플레이테크,066670,2014/12,,,,,,,,429634668,402485857,27148812,21464834,21464834,22132926,6432327,,,,,,,,429634668,402485857,27148812,5683978,21464834,22132926,6432327
(주)디스플레이테크,066670,2015/12,,,,,,,,318044268,296513350,21530918,14624521,14624521,19573063,4573831,,,,,,,,318044268,296513350,21530918,6906397,14624521,19573063,4573831
(주)디스플레이테크,066670,2016/12,,,,,,,,89178900,79464004,9714897,4505796,4505796,5267553,1295387,,,,,,,,89178900,79464004,9714897,5209100,4505796,5267553,1295387
(주)디스플레이테크,066670,2017/12,,,,,,,,82707089,70336445,12370644,8126981,8126981,6059073,1348433,,,,,,,,82707089,70336445,12370644,4243663,8126981,6059073,1348433
(주)디스플레이테크,066670,2018/12,,,,,,,,57286597,48947068,8339529,3576408,3576408,4084718,1088592,,,,,,,,57286597,48947068,8339529,4763121,3576408,4084718,1088592
(주)디스플레이테크,066670,2019/12,,,,,,,,43569777,32683040,10886737,6566006,6566006,6829352,1436066,,,,,,,,43569777,32683040,10886737,4320732,6566006,6829352,1436066
(주)디스플레이테크,066670,2020/12,41735459,33481151,8254308,3882664,3882664,4892349,1053953,36225203,27998257,8226946,3855676,3855676,4865361,1053953,41735459,33481151,8254308,4371644,3882664,4892349,1053953,36225203,27998257,8226946,4371270,3855676,4865361,1053953
(주)디스플레이테크,066670,2021/12,135974078,128059139,7914938,3594144,3594144,6519834,1073943,122826560,115002640,7823919,3559697,3559697,6485388,1068342,135974078,128059139,7914938,4320794,3594144,6519834,1073943,122826560,115002640,7823919,4264222,3559697,6485388,1068342
(주)디스플레이테크,066670,2022/12,69066167,61886335,7179832,3081985,3081985,9282139,2448733,54973944,47864335,7109610,3068366,3068366,9267205,2432816,69066167,61886335,7179832,4097847,3081985,9282139,2448733,54973944,47864335,7109610,4041243,3068366,9267205,2432816
(주)디알젬,263690,2018/12,56626161,40435554,16190606,4205336,4205336,4166170,-487092,56606738,40445847,16160891,4333619,4333619,4297390,-487092,56626161,40435554,16190606,11985271,4205336,4166170,-487092,56606738,40445847,16160891,11827272,4333619,4297390,-487092
(주)디알젬,263690,2019/12,60087401,42685256,17402145,4572698,4572698,4579426,-891359,60226049,42792520,17433529,4699863,4699863,4859441,-891359,60087401,42685256,17402145,12829446,4572698,4579426,-891359,60226049,42792520,17433529,12733666,4699863,4859441,-891359
(주)디알젬,263690,2020/12,106603708,67816979,38786728,22989842,22989842,22133237,2145413,105933483,67675398,38258085,22846065,22846065,21969003,2145413,106603708,67816979,38786728,15796886,22989842,22133237,2145413,105933483,67675398,38258085,15412019,22846065,21969003,2145413
(주)디알젬,263690,2021/12,85750357,58579690,27170667,12388796,12388796,14348228,1795559,85813032,58649772,27163259,12420063,12420063,14407419,1795559,85750357,58579690,27170667,14781871,12388796,14348228,1795559,85813032,58649772,27163259,14743196,12420063,14407419,1795559
(주)디알젬,263690,2022/12,110165018,73454467,36710551,16958689,16958689,17233824,2841029,114709484,76830579,37878906,18524760,18524760,18414238,3140671,110165018,73454467,36710551,19751862,16958689,17233824,2841029,114709484,76830579,37878906,19354146,18524760,18414238,3140671
(주)디알텍,214680,2015/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)디알텍,214680,2016/12,36639222,19193586,17445637,2445858,2445858,-965086,-529646,37786686,20168197,17618489,2747067,2747067,-548832,-529646,36639222,19193586,17445637,14999778,2445858,-965086,-529646,37786686,20168197,17618489,14871422,2747067,-548832,-529646
(주)디알텍,214680,2017/12,38804491,22876865,15927626,-1059305,-1059305,-2035274,-220479,37757616,22357173,15400442,-840580,-840580,-2207147,-213825,38804491,22876865,15927626,16986931,-1059305,-2035274,-220479,37757616,22357173,15400442,16241022,-840580,-2207147,-213825
(주)디알텍,214680,2018/12,44714337,24726739,19987598,1572029,1572029,1379620,133873,43183164,24980202,18202962,1761899,1761899,1830827,180350,44714337,24726739,19987598,18415569,1572029,1379620,133873,43183164,24980202,18202962,16441063,1761899,1830827,180350
(주)디알텍,214680,2019/12,47845054,25917086,21927968,1398254,1398254,1139876,195270,46786896,26531980,20254916,1982672,1982672,1733807,95356,47845054,25917086,21927968,20529714,1398254,1139876,195270,46786896,26531980,20254916,18272245,1982672,1733807,95356
(주)디알텍,214680,2020/12,55268489,33845478,21423011,-5490218,-5490218,-6868526,938226,47663845,29897182,17766663,-3161372,-3161372,-4299884,933745,55268489,33845478,21423011,26913229,-5490218,-6868526,938226,47663845,29897182,17766663,20928035,-3161372,-4299884,933745
(주)디알텍,214680,2021/12,70277277,38402895,31874382,2355864,2355864,2903077,-1050050,62637503,35784717,26852786,2934797,2934797,1617488,-729092,70277277,38402895,31874382,29518518,2355864,2903077,-1050050,62637503,35784717,26852786,23917989,2934797,1617488,-729092
(주)디알텍,214680,2022/12,89481004,49175114,40305890,4915277,4915277,5227440,-722132,80780611,47810704,32969908,5226060,5226060,2270880,-755995,89481004,49175114,40305890,35390613,4915277,5227440,-722132,80780611,47810704,32969908,27743848,5226060,2270880,-755995
(주)디앤씨미디어,263720,2017/12,,,,,,,,26536904,0,26536904,5432589,5432589,5618030,1081831,,,,,,,,26536904,0,26536904,21104315,5432589,5618030,1081831
(주)디앤씨미디어,263720,2018/12,32910222,0,32910222,5801456,5801456,6160781,1243368,32081829,0,32081829,6423382,6423382,6810834,1243368,32910222,0,32910222,27108766,5801456,6160781,1243368,32081829,0,32081829,25658448,6423382,6810834,1243368
