회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원)
(주)보광산업,225530,2017/12,13827318,-3239063,-4179401
(주)보광산업,225530,2018/12,5295646,961102,-1578689
(주)보광산업,225530,2019/12,12731419,-7407113,-5797815
(주)보광산업,225530,2020/12,13752910,-29745740,7419860
(주)보광산업,225530,2021/12,19702627,15826303,-13963693
(주)보광산업,225530,2022/12,19277503,-19973010,-11232721
(주)보라티알,250000,2017/12,6472522,-32206462,26197724
(주)보라티알,250000,2018/12,-547850,15465511,-6943215
(주)보라티알,250000,2019/12,3783788,-21730504,23911104
(주)보라티알,250000,2020/12,2502678,1759876,-6635560
(주)보라티알,250000,2021/12,6079857,-2872023,-6695600
(주)보라티알,250000,2022/12,1807395,3602031,-4373456
(주)보락,002760,2012/12,3794668,-3168628,883200
(주)보락,002760,2013/12,1992367,-1494338,637100
(주)보락,002760,2014/12,3630424,-2776975,-1494200
(주)보락,002760,2015/12,3184487,-4112176,-901100
(주)보락,002760,2016/12,5452115,-312021,-1074600
(주)보락,002760,2017/12,705777,-1699147,-1136500
(주)보락,002760,2018/12,3377012,-3761730,764400
(주)보락,002760,2019/12,1463213,-2818213,477734
(주)보락,002760,2020/12,2029893,-1877172,-589587
(주)보락,002760,2021/12,1177597,-1118505,-371142
(주)보락,002760,2022/12,2548454,-915374,-382999
(주)본느,226340,2015/12,,,
(주)본느,226340,2016/12,,,
(주)본느,226340,2017/12,,,
(주)본느,226340,2018/12,-5250101,794314,415298
(주)본느,226340,2019/12,10271735,-5376605,-1293778
(주)본느,226340,2020/12,5878015,1573771,13869657
(주)본느,226340,2021/12,4778519,-47109758,25190164
(주)본느,226340,2022/12,-5017971,898081,-2020455
(주)부-스타,008470,2012/12,5261050,-1936648,-979200
(주)부-스타,008470,2013/12,3506331,-552516,-634957
(주)부-스타,008470,2014/12,3478646,-1099441,57234
(주)부-스타,008470,2015/12,6786213,-4992206,-750744
(주)부-스타,008470,2016/12,6951643,-2024801,-574408
(주)부-스타,008470,2017/12,-785828,-2033263,-840480
(주)부-스타,008470,2018/12,-1000641,-1709451,-756432
(주)부-스타,008470,2019/12,2842336,8959916,-654640
(주)부-스타,008470,2020/12,5675123,-6610359,-2472554
(주)부-스타,008470,2021/12,4425150,-3900419,-1428211
(주)부-스타,008470,2022/12,-554728,-8298353,-1043016
(주)뷰노,338220,2021/12,-14604786,-19320435,36521502
(주)뷰노,338220,2022/12,-15545205,5579447,14347837
(주)브랜드엑스코퍼레이션,337930,2020/12,-16040110,-8861009,23707034
(주)브랜드엑스코퍼레이션,337930,2021/12,24567129,-18269625,-7445050
(주)브랜드엑스코퍼레이션,337930,2022/12,7883507,-3412913,-8241855
(주)브리지텍,064480,2012/12,4818768,132919,-1193047
(주)브리지텍,064480,2013/12,5006284,-5314894,2244813
(주)브리지텍,064480,2014/12,11659941,-2850020,-1792807
(주)브리지텍,064480,2015/12,-749277,4199298,-1434246
(주)브리지텍,064480,2016/12,18792962,-5487995,-1912327
(주)브리지텍,064480,2017/12,-2932294,-13087818,-2090409
(주)브리지텍,064480,2018/12,4214381,-892771,-640405
(주)브리지텍,064480,2019/12,-2020098,-3306326,-1788359
(주)브리지텍,064480,2020/12,4500986,-1774874,-2393100
(주)브리지텍,064480,2021/12,10706106,-5561829,-1769353
(주)브리지텍,064480,2022/12,4888483,-3658539,-1763484
(주)브이씨,365900,2022/12,-8718027,-22161616,30331386
(주)브이원텍,251630,2017/12,15705817,-37313661,25386408
(주)브이원텍,251630,2018/12,8864899,-3610999,556250
(주)브이원텍,251630,2019/12,3764353,-4238917,-3268266
(주)브이원텍,251630,2020/12,3326723,-896905,-5182813
(주)브이원텍,251630,2021/12,4393025,-16460524,13230949
(주)브이원텍,251630,2022/12,384851,-4298962,3202765
(주)브이티지엠피,018290,2012/12,1066950,-308783,-1065468
(주)브이티지엠피,018290,2013/12,1338852,-834299,-510900
(주)브이티지엠피,018290,2014/12,765034,-1349864,580496
(주)브이티지엠피,018290,2015/12,2446814,-778118,-1676660
(주)브이티지엠피,018290,2016/12,169961,-10319238,11674478
(주)브이티지엠피,018290,2017/12,-1282018,-6447944,8395212
(주)브이티지엠피,018290,2018/12,3470930,-5433745,2197443
(주)브이티지엠피,018290,2019/12,4141638,-722343,7308198
(주)브이티지엠피,018290,2020/12,8498955,-28195335,14576610
(주)브이티지엠피,018290,2021/12,24628511,-317721,-10149846
(주)브이티지엠피,018290,2022/12,12570711,-330638,-26446970
(주)블레이드엔터테인먼트,044480,2012/12,103014,-430006,832537
(주)블레이드엔터테인먼트,044480,2013/12,2605923,-1407467,-240399
(주)블레이드엔터테인먼트,044480,2014/12,-1265896,223524,-72333
(주)블레이드엔터테인먼트,044480,2015/12,1345072,-1109733,-407
(주)블레이드엔터테인먼트,044480,2016/12,1593927,-945237,0
(주)블레이드엔터테인먼트,044480,2017/12,-1302559,-2315613,0
(주)블레이드엔터테인먼트,044480,2018/12,1374684,-1718227,29999929
(주)블레이드엔터테인먼트,044480,2019/12,1149307,-36251699,32309159
(주)블레이드엔터테인먼트,044480,2020/12,-4406320,-13326287,-513288
(주)블레이드엔터테인먼트,044480,2021/12,-3388621,-22980159,27536848
(주)블레이드엔터테인먼트,044480,2022/12,2865715,-8565202,-345432
(주)블루콤,033560,2012/12,13687016,-3535871,-2692681
(주)블루콤,033560,2013/12,5136199,1628224,-1872064
(주)블루콤,033560,2014/12,32779896,-17002211,-3796357
(주)블루콤,033560,2015/12,41967924,-8778298,-7605252
(주)블루콤,033560,2016/12,14492383,2757108,-10305735
(주)블루콤,033560,2017/12,12501199,-17413570,-7157283
(주)블루콤,033560,2018/12,-2509177,-30520134,-902292
(주)블루콤,033560,2019/12,9510597,-17482869,0
(주)블루콤,033560,2020/12,-6550774,4312185,0
(주)블루콤,033560,2021/12,6016238,469847,-8061
(주)블루콤,033560,2022/12,3068526,-4976540,-1114846
(주)블리츠웨이,369370,2020/12,,,
(주)블리츠웨이,369370,2021/12,4435975,6022898,-77886
(주)블리츠웨이,369370,2022/12,-6838103,-33793008,32035453
(주)비덴트,121800,2012/06,7123017,-9490435,12514317
(주)비덴트,121800,2013/12,146800,-1121425,2861873
(주)비덴트,121800,2014/12,5605709,-4585184,-1255873
(주)비덴트,121800,2015/12,-243099,-11402123,17829221
(주)비덴트,121800,2016/12,1649771,-37530561,33877483
(주)비덴트,121800,2017/12,-7388126,7586032,2288855
(주)비덴트,121800,2018/12,463118,-17513464,25499991
(주)비덴트,121800,2019/12,-2123401,-119876992,118344319
(주)비덴트,121800,2020/12,-229669,18587169,34977286
(주)비덴트,121800,2021/12,-3222802,-121534944,187682323
(주)비덴트,121800,2022/12,-3691644,-131167058,30384799
(주)비보존제약,082800,2012/12,3531009,-3401091,6268879
(주)비보존제약,082800,2013/12,6655918,-10757806,4280806
(주)비보존제약,082800,2014/12,3026995,-1100025,-8666653
(주)비보존제약,082800,2015/12,2784429,-4238134,1620003
(주)비보존제약,082800,2016/12,5869537,-765342,-4640639
(주)비보존제약,082800,2017/12,-969516,-777763,1666760
(주)비보존제약,082800,2018/12,-4588748,-56891142,72211756
(주)비보존제약,082800,2019/12,5888575,-38640520,77831697
(주)비보존제약,082800,2020/12,-1939387,-71819075,73175182
(주)비보존제약,082800,2021/12,-15211941,-39231834,8393524
(주)비보존제약,082800,2022/12,-6210630,-32770937,30331263
(주)비스토스,419540,2022/12,-746593,2084376,-497162
(주)비씨월드제약,200780,2014/12,5365293,-7502270,27272778
(주)비씨월드제약,200780,2015/12,8781653,-26133065,-3473377
(주)비씨월드제약,200780,2016/12,243664,-12796112,9518358
(주)비씨월드제약,200780,2017/12,7929550,-16820092,11494667
(주)비씨월드제약,200780,2018/12,6388041,-13639689,5040656
(주)비씨월드제약,200780,2019/12,12664155,-14230704,1278240
(주)비씨월드제약,200780,2020/12,2624356,-12447545,18099299
(주)비씨월드제약,200780,2021/12,-1216382,-14406050,8831668
(주)비씨월드제약,200780,2022/12,5888726,-2616639,-1934394
(주)비아트론,141000,2012/12,-8930497,-13137898,15955235
(주)비아트론,141000,2013/12,26385243,-40344848,22091180
(주)비아트론,141000,2014/12,9580950,11121799,-3968787
(주)비아트론,141000,2015/12,3183539,9360571,-13336476
(주)비아트론,141000,2016/12,9608335,-15774198,15534854
(주)비아트론,141000,2017/12,11817398,-4204029,-3231911
(주)비아트론,141000,2018/12,29985489,-60049966,-1211471
(주)비아트론,141000,2019/12,-8139431,17191006,-1250171
(주)비아트론,141000,2020/12,-2672549,7485326,-2018965
(주)비아트론,141000,2021/12,20780402,-14162713,-1324529
(주)비아트론,141000,2022/12,4564884,-3520241,-5654930
(주)비엘,142760,2016/12,-7696534,-6179934,16812334
(주)비엘,142760,2017/12,-8525273,-7187971,24143067
(주)비엘,142760,2018/12,-6198316,-55386916,54345591
(주)비엘,142760,2019/12,-5769139,-5443725,13803622
(주)비엘,142760,2020/12,-9605136,679276,22820430
(주)비엘,142760,2021/12,-6991627,-7526068,23626717
(주)비엘,142760,2022/12,-8570808,-18272324,-2035032
(주)비엘팜텍,065170,2012/12,650464,153645,401575
(주)비엘팜텍,065170,2013/12,136644,-4027499,3175782
(주)비엘팜텍,065170,2014/12,-1338260,-2484084,2287901
(주)비엘팜텍,065170,2015/12,147689,-3897703,2778415
(주)비엘팜텍,065170,2016/12,-275550,-9339445,11828424
(주)비엘팜텍,065170,2017/12,32181,2677333,-300000
(주)비엘팜텍,065170,2018/12,-6788415,-11225491,35448646
(주)비엘팜텍,065170,2019/12,-1700617,-3210063,-416565
(주)비엘팜텍,065170,2020/12,785000,-15974385,5598377
(주)비엘팜텍,065170,2021/12,2503507,-11051864,16161680
(주)비엘팜텍,065170,2022/12,-12211724,-515935,-1086032
(주)비엠티,086670,2012/12,3891523,-2770009,-576794
(주)비엠티,086670,2013/12,-533018,-7133057,15676065
(주)비엠티,086670,2014/12,2556434,-7828407,2170140
(주)비엠티,086670,2015/12,2607159,-2663020,625668
(주)비엠티,086670,2016/12,6911953,-2378220,-214213
(주)비엠티,086670,2017/12,8432425,-15553322,-1014927
(주)비엠티,086670,2018/12,-5239338,-79491,5190325
(주)비엠티,086670,2019/12,10506264,-14114328,1155666
(주)비엠티,086670,2020/12,4274406,-21371593,21224571
(주)비엠티,086670,2021/12,649291,-14898318,28358899
(주)비엠티,086670,2022/12,-1616112,-38560152,22563708
(주)비올,335890,2019/12,,,
(주)비올,335890,2020/12,-128412,-5354348,-529235
(주)비올,335890,2021/12,8202701,-3058595,-432249
(주)비올,335890,2022/12,11831150,-8558416,563039
(주)비즈니스온커뮤니케이션,138580,2017/12,3914356,-21024376,16886340
(주)비즈니스온커뮤니케이션,138580,2018/12,4962913,-3527946,-1718089
(주)비즈니스온커뮤니케이션,138580,2019/12,5039575,4455486,17397214
(주)비즈니스온커뮤니케이션,138580,2020/12,5291741,-30249105,-3234467
(주)비즈니스온커뮤니케이션,138580,2021/12,8301375,-3297139,-5142908
(주)비즈니스온커뮤니케이션,138580,2022/12,12374925,-18031799,8100890
(주)비츠로셀,082920,2012/03,7913588,-7278686,-2430925
(주)비츠로셀,082920,2013/03,7721013,-18152052,3345920
(주)비츠로셀,082920,2014/03,9679659,-10701628,-996106
(주)비츠로셀,082920,2015/06,16065006,-13625758,1705292
(주)비츠로셀,082920,2016/06,5855209,-10323058,602444
(주)비츠로셀,082920,2017/06,23834305,-6937243,-463148
(주)비츠로셀,082920,2018/12,16760304,-30791793,-3595087
(주)비츠로셀,082920,2019/12,26454749,-20465279,1145099
(주)비츠로셀,082920,2020/12,24260305,-14069707,16887989
(주)비츠로셀,082920,2021/12,24925382,-38492426,-6081724
(주)비츠로셀,082920,2022/12,26563460,7886300,-6201572
(주)비츠로시스,054220,2012/03,5763923,-6750839,2131469
(주)비츠로시스,054220,2013/03,10089129,-21873163,10143123
(주)비츠로시스,054220,2014/03,-16905701,-8264840,21593035
(주)비츠로시스,054220,2015/03,4524160,-9407100,6507384
(주)비츠로시스,054220,2016/03,-12802417,7879493,2478005
(주)비츠로시스,054220,2017/03,8628390,-2120668,-3777188
(주)비츠로시스,054220,2018/03,-4023910,-5749489,10415154
(주)비츠로시스,054220,2019/03,-12476576,-6967060,15734278
(주)비츠로시스,054220,2020/03,937482,-2675380,1734595
(주)비츠로시스,054220,2021/03,-18852528,-1492314,21722072
(주)비츠로시스,054220,2022/03,8919312,-520496,1100464
(주)비케이홀딩스,050090,2012/12,5163354,-12191172,6085558
(주)비케이홀딩스,050090,2013/12,1402160,-2315243,-4326517
(주)비케이홀딩스,050090,2014/12,4377827,-972148,-3320199
(주)비케이홀딩스,050090,2015/12,-2552360,2860469,-370000
(주)비케이홀딩스,050090,2016/12,-355378,602804,0
(주)비케이홀딩스,050090,2017/12,-2044129,7725218,-5512831
(주)비케이홀딩스,050090,2018/12,870982,14334850,-8900000
(주)비케이홀딩스,050090,2019/12,-2407680,13134819,-359443
(주)비케이홀딩스,050090,2020/12,733219,63753,4763375
(주)비케이홀딩스,050090,2021/12,-2854010,-19661607,-301283
(주)비케이홀딩스,050090,2022/12,-1836281,4077972,-391202
(주)비투엔,307870,2018/12,,,
(주)비투엔,307870,2019/12,,,
(주)비투엔,307870,2020/12,,,
(주)비투엔,307870,2021/12,-415163,2653584,-875992
(주)비투엔,307870,2022/12,-212412,-10241202,7174700
(주)비트나인,357880,2021/12,-3650079,-13969895,25644127
(주)비트나인,357880,2022/12,-467014,-35196554,27747019
(주)비트컴퓨터,032850,2012/12,430722,-1841347,-1573507
(주)비트컴퓨터,032850,2013/12,2727382,-850816,-1777805
(주)비트컴퓨터,032850,2014/12,3660384,293162,-1777760
(주)비트컴퓨터,032850,2015/12,4964625,-3006917,-2077760
(주)비트컴퓨터,032850,2016/12,4758664,-2702794,-2477760
(주)비트컴퓨터,032850,2017/12,4647665,368974,-3964406
(주)비트컴퓨터,032850,2018/12,-672677,-2110313,-1777760
(주)비트컴퓨터,032850,2019/12,2263520,-2464588,758973
(주)비트컴퓨터,032850,2020/12,14213863,-7317489,-292544
(주)비트컴퓨터,032850,2021/12,6308104,-3906568,-3465118
(주)비트컴퓨터,032850,2022/12,5890596,-3601379,-3163730
(주)비피도,238200,2018/12,4752823,-18926894,6690734
(주)비피도,238200,2019/12,2671011,-4812191,-57663
(주)비피도,238200,2020/12,1748049,2425949,-1233966
(주)비피도,238200,2021/12,1878289,-4301949,1561625
(주)비피도,238200,2022/12,1555693,-5418857,-114160
(주)빅솔론,093190,2012/12,5228196,-1671084,-1455951
(주)빅솔론,093190,2013/12,14010740,-13139718,-1616864
(주)빅솔론,093190,2014/12,10875818,-7336479,-1892334
(주)빅솔론,093190,2015/12,9944894,-8712717,-4384535
(주)빅솔론,093190,2016/12,12068421,-6372133,-6263725
(주)빅솔론,093190,2017/12,6334856,51301897,-2733812
(주)빅솔론,093190,2018/12,10245883,-32989812,-6364153
(주)빅솔론,093190,2019/12,9956511,-13622463,-8352509
(주)빅솔론,093190,2020/12,14959578,22846089,-5923839
(주)빅솔론,093190,2021/12,13028379,-30994901,-5275857
(주)빅솔론,093190,2022/12,12968096,-17237795,-4712382
(주)빅텍,065450,2012/12,-2943647,-899318,5006223
(주)빅텍,065450,2013/12,7004955,-4133497,660714
(주)빅텍,065450,2014/12,6623734,-5916820,-34013
(주)빅텍,065450,2015/12,-1324664,-11172679,9331266
(주)빅텍,065450,2016/12,-5859137,-1471681,4301319
(주)빅텍,065450,2017/12,6912627,-5035222,-1935851
(주)빅텍,065450,2018/12,11039279,-2278002,1498329
(주)빅텍,065450,2019/12,9891439,-5383048,-3623167
(주)빅텍,065450,2020/12,-5119978,-10381383,6231945
(주)빅텍,065450,2021/12,-3017718,2278889,-389545
(주)빅텍,065450,2022/12,15785481,-22205163,15033855
(주)산돌,419120,2022/12,7890027,-36342309,27740570
(주)삼양옵틱스,225190,2017/12,20139253,-4559576,-17000000
(주)삼양옵틱스,225190,2018/12,14881599,-2636191,-11777369
(주)삼양옵틱스,225190,2019/12,11802236,-2942283,-11049460
(주)삼양옵틱스,225190,2020/12,13858300,-3028755,-7334686
(주)삼양옵틱스,225190,2021/12,13908778,-3045442,-8295984
(주)삼양옵틱스,225190,2022/12,12336099,-2882988,-11253494
(주)삼에스코리아,060310,2012/03,460392,-8815624,10944298
(주)삼에스코리아,060310,2013/03,2962155,-17466571,15344819
(주)삼에스코리아,060310,2014/03,2296141,-6775106,4638125
(주)삼에스코리아,060310,2015/03,292361,-1327763,3558825
(주)삼에스코리아,060310,2016/03,1896017,465249,-8193791
(주)삼에스코리아,060310,2017/03,-2866332,-114956,3821941
(주)삼에스코리아,060310,2018/03,3549603,-880341,-2216600
(주)삼에스코리아,060310,2019/03,4012404,2621,408235
(주)삼에스코리아,060310,2020/03,675744,-1018782,-1178646
(주)삼에스코리아,060310,2021/03,329219,-1965850,1477502
(주)삼에스코리아,060310,2022/03,5394203,-4039404,-298215
(주)삼에스코리아,060310,2023/03,2541379,-10345002,6290259
(주)삼영,003720,2012/12,18379374,-8147994,-14015379
(주)삼영,003720,2013/12,5480830,-3568374,-2824420
(주)삼영,003720,2014/12,-10049282,-6039622,9983056
(주)삼영,003720,2015/12,2730929,-3306690,277195
(주)삼영,003720,2016/12,4632163,259045,-3409471
(주)삼영,003720,2017/12,-3705643,7737588,2595950
(주)삼영,003720,2018/12,-2369802,-2244330,-1361911
(주)삼영,003720,2019/12,3178179,-5851314,-392762
(주)삼영,003720,2020/12,7626105,-810120,-4789928
(주)삼영,003720,2021/12,7471485,-6235446,598661
(주)삼영,003720,2022/12,6230540,-20810230,16800949
(주)삼영에스앤씨,361670,2021/12,-671769,-11761589,12789991
(주)삼영에스앤씨,361670,2022/12,-82933,582403,-294480
(주)삼일기업공사,002290,2012/12,2456388,-1836597,-280000
(주)삼일기업공사,002290,2013/12,2956467,-5716891,-410000
(주)삼일기업공사,002290,2014/12,22536282,-11743820,-1545400
(주)삼일기업공사,002290,2015/12,15459197,169241,-160000
(주)삼일기업공사,002290,2016/12,238147,1050396,-310000
(주)삼일기업공사,002290,2017/12,-5640021,14459987,-1116000
(주)삼일기업공사,002290,2018/12,-2215836,-12441374,-1116000
(주)삼일기업공사,002290,2019/12,13093615,16610095,-1296000
(주)삼일기업공사,002290,2020/12,87708,-32745,-1251988
(주)삼일기업공사,002290,2021/12,-1990450,25734888,-1257182
(주)삼일기업공사,002290,2022/12,11079876,-23664228,-1275509
(주)삼진엘앤디,054090,2012/12,-19456153,12884141,4499255
(주)삼진엘앤디,054090,2013/12,-3555621,244531,3185645
(주)삼진엘앤디,054090,2014/12,-253721,3446937,-6916715
(주)삼진엘앤디,054090,2015/12,6110421,525655,648837
(주)삼진엘앤디,054090,2016/12,-800002,-8868460,5658194
(주)삼진엘앤디,054090,2017/12,-1130653,-593571,-2877695
(주)삼진엘앤디,054090,2018/12,5262954,12384307,-3331125
(주)삼진엘앤디,054090,2019/12,1660541,-859850,-5048783
(주)삼진엘앤디,054090,2020/12,-5068596,2662159,437398
(주)삼진엘앤디,054090,2021/12,4985040,-1589844,1908636
(주)삼진엘앤디,054090,2022/12,-1525190,-3677958,-946611
(주)삼화네트웍스,046390,2012/12,2060283,3203519,-5175375
(주)삼화네트웍스,046390,2013/12,16972436,-19125163,2567415
(주)삼화네트웍스,046390,2014/12,3415459,-5135468,2948526
(주)삼화네트웍스,046390,2015/12,-21097,1631041,0
(주)삼화네트웍스,046390,2016/12,14491735,-14085020,-464460
(주)삼화네트웍스,046390,2017/12,4517934,-455313,-1029781
(주)삼화네트웍스,046390,2018/12,-4289433,9428736,-663042
(주)삼화네트웍스,046390,2019/12,7684987,-10656104,-200409
(주)삼화네트웍스,046390,2020/12,1468479,-3252665,-1888714
(주)삼화네트웍스,046390,2021/12,29132,-12581160,14373449
(주)삼화네트웍스,046390,2022/12,2251076,-5641402,-313222
(주)상보,027580,2012/12,19324308,-7098046,7454676
(주)상보,027580,2013/12,12759877,-23189148,-1315850
(주)상보,027580,2014/12,-26645802,-431708,31043936
(주)상보,027580,2015/12,527935,-12240350,-6967529
(주)상보,027580,2016/12,-6250250,5664643,7659644
(주)상보,027580,2017/12,-7833333,1723031,8240404
(주)상보,027580,2018/12,653631,-129228,-10941368
(주)상보,027580,2019/12,3956448,-6842941,-835183
(주)상보,027580,2020/12,3113277,-3979873,2687305
(주)상보,027580,2021/12,2209158,-135984,7455221
(주)상보,027580,2022/12,3387320,-646725,-1156805
(주)상지카일룸,042940,2012/12,-9469317,2207620,7862177
(주)상지카일룸,042940,2013/12,-10059033,9147649,1177436
(주)상지카일룸,042940,2014/12,3514928,-2405391,-1152777
(주)상지카일룸,042940,2015/12,-3595041,-445553,3246992
(주)상지카일룸,042940,2016/12,645068,-5144670,11665797
(주)상지카일룸,042940,2017/12,-13870401,-6592175,14759481
(주)상지카일룸,042940,2018/12,-37891782,-32638629,76314992
(주)상지카일룸,042940,2019/12,45077698,-57983875,7506798
(주)상지카일룸,042940,2020/12,-570422,16652681,-9338003
(주)상지카일룸,042940,2021/12,-7566903,8258392,-4950137
(주)상지카일룸,042940,2022/12,-10247785,-19890277,27065278
(주)새빗켐,107600,2022/12,4337298,-10425814,50829624
(주)샤페론,378800,2022/12,-7951662,-7576863,14754422
(주)서남,294630,2020/12,-4530730,-7057261,10705110
(주)서남,294630,2021/12,-2223462,1139361,6427162
(주)서남,294630,2022/12,-3330633,-1609965,-79187
(주)서린바이오사이언스,038070,2012/12,4184796,-6938923,2121468
(주)서린바이오사이언스,038070,2013/12,4938980,-6286582,2651073
(주)서린바이오사이언스,038070,2014/12,2807928,-1312029,-2382124
(주)서린바이오사이언스,038070,2015/12,4612346,-5155801,1238781
(주)서린바이오사이언스,038070,2016/12,2861774,3976095,-5326389
(주)서린바이오사이언스,038070,2017/12,246001,-4784386,2530301
(주)서린바이오사이언스,038070,2018/12,3470599,874783,-4309948
(주)서린바이오사이언스,038070,2019/12,7474577,-2464252,-3554732
(주)서린바이오사이언스,038070,2020/12,2550952,1177184,-905726
(주)서린바이오사이언스,038070,2021/12,8426129,-31118961,29111877
(주)서린바이오사이언스,038070,2022/12,-4067017,354813,-1043348
(주)서산,079650,2012/12,3160872,1124465,-100000
(주)서산,079650,2013/12,921560,-2597516,200000
(주)서산,079650,2014/12,4000435,-2181231,-230000
(주)서산,079650,2015/12,3445196,-292052,-220000
(주)서산,079650,2016/12,4296625,3566922,-400000
(주)서산,079650,2017/12,1887926,-15442610,-500000
(주)서산,079650,2018/12,661610,-78685,-500000
(주)서산,079650,2019/12,1060198,6825,-260000
(주)서산,079650,2020/12,-115164,-1613536,0
(주)서산,079650,2021/12,4113031,-3771094,-10000
(주)서산,079650,2022/12,-943903,970650,0
(주)서울리거,043710,2012/12,-2067126,-3509307,3000000
(주)서울리거,043710,2013/12,2244083,-2912623,700000
(주)서울리거,043710,2014/12,-7264481,336365,23425307
(주)서울리거,043710,2015/12,-5866875,-8587820,2949998
(주)서울리거,043710,2016/12,-8151627,-10062247,23319994
(주)서울리거,043710,2017/12,1458175,-9043226,-20000
(주)서울리거,043710,2018/12,-1240768,-25544317,27988598
(주)서울리거,043710,2019/12,-11941498,6258326,9499364
(주)서울리거,043710,2020/12,-6609633,-8200643,11026496
(주)서울리거,043710,2021/12,10851549,3088842,-13274694
(주)서울리거,043710,2022/12,-8248477,6256287,8108276
(주)서울옥션,063170,2012/12,-2621963,-139594,1970888
(주)서울옥션,063170,2013/12,5225856,-29968,-3502533
(주)서울옥션,063170,2014/12,2654135,-321614,-463385
(주)서울옥션,063170,2015/12,-14763094,-4680437,14892839
(주)서울옥션,063170,2016/12,6453807,-3570252,2225138
(주)서울옥션,063170,2017/12,16862761,-28555128,14947121
(주)서울옥션,063170,2018/12,-7599014,-4246793,7163401
(주)서울옥션,063170,2019/12,4368504,-4207894,7681632
(주)서울옥션,063170,2020/12,-9600398,3518211,922362
(주)서울옥션,063170,2021/12,11643780,-1146469,-5822957
(주)서울옥션,063170,2022/12,-28261084,-1798722,24388176
(주)서울제약,018680,2012/12,9218184,-20226243,11704892
(주)서울제약,018680,2013/12,-425215,-11515739,8858663
(주)서울제약,018680,2014/12,1478493,-3729771,6005791
(주)서울제약,018680,2015/12,1421479,-1428907,5464773
(주)서울제약,018680,2016/12,-1890259,-6635475,8887192
(주)서울제약,018680,2017/12,-1137351,5372751,-9545871
(주)서울제약,018680,2018/12,-1227318,-4190465,5725002
(주)서울제약,018680,2019/12,2987310,3316374,-3372275
(주)서울제약,018680,2020/12,5736790,-293153,2004598
(주)서울제약,018680,2021/12,-1674579,-1099414,1535130
(주)서울제약,018680,2022/12,-78215,-1332054,-483186
(주)서전기전,189860,2014/12,1971221,934154,7110564
(주)서전기전,189860,2015/12,3770642,-6007459,-2206530
(주)서전기전,189860,2016/12,3335949,-3611301,-368788
(주)서전기전,189860,2017/12,-522036,-4887897,1128919
(주)서전기전,189860,2018/12,5535730,-5283001,-142272
(주)서전기전,189860,2019/12,2780476,-2334877,1567320
(주)서전기전,189860,2020/12,8015605,-2321940,-4598422
(주)서전기전,189860,2021/12,-3703780,-632361,1024553
(주)서전기전,189860,2022/12,-3823907,-815986,4506207
(주)석경에이티,357550,2020/12,2241215,573918,6603382
(주)석경에이티,357550,2021/12,2564601,-8651035,-3196403
(주)석경에이티,357550,2022/12,5425354,2628986,-1788883
(주)성창오토텍,080470,2012/12,-1711571,-8330630,4922416
(주)성창오토텍,080470,2013/12,15946361,-5834103,-4831748
(주)성창오토텍,080470,2014/12,4178894,-1848702,-1548051
(주)성창오토텍,080470,2015/12,-193696,-2288691,545478
(주)성창오토텍,080470,2016/12,-45429,5242169,-2316654
(주)성창오토텍,080470,2017/12,712733,-3913872,-444203
(주)성창오토텍,080470,2018/12,-310771,-1953536,3069963
(주)성창오토텍,080470,2019/12,329882,-1582899,-1801289
(주)성창오토텍,080470,2020/12,3743201,-688718,-1742806
(주)성창오토텍,080470,2021/12,4809951,-3392116,-2752342
(주)성창오토텍,080470,2022/12,6407326,-6627108,12099
(주)세경하이테크,148150,2019/12,3933547,-24150124,38897771
(주)세경하이테크,148150,2020/12,-18394336,-19005117,26950772
(주)세경하이테크,148150,2021/12,33269747,-20398645,4141780
(주)세경하이테크,148150,2022/12,-581995,16607712,-38167428
(주)세림비앤지,340440,2019/12,,,
(주)세림비앤지,340440,2020/12,,,
(주)세림비앤지,340440,2021/12,-546801,-1648109,3011246
(주)세림비앤지,340440,2022/12,4248869,-11274450,-1598282
(주)세아메카닉스,396300,2022/12,4789110,-14610533,20370004
(주)세우글로벌,013000,2012/12,986503,-7500884,0
(주)세우글로벌,013000,2013/12,2634059,2607986,0
(주)세우글로벌,013000,2014/12,1092725,-5648441,0
(주)세우글로벌,013000,2015/12,321142,-1147207,0
(주)세우글로벌,013000,2016/12,333989,330688,0
(주)세우글로벌,013000,2017/12,-999157,-3701063,7000259
(주)세우글로벌,013000,2018/12,5533259,-1753263,-53
(주)세우글로벌,013000,2019/12,4208192,-10997421,-58
(주)세우글로벌,013000,2020/12,2360261,121069,-75
(주)세우글로벌,013000,2021/12,1466448,3108068,-75
(주)세우글로벌,013000,2022/12,2873056,-10206529,-13
(주)세운메디칼,100700,2012/12,6115967,-289155,-4149367
(주)세운메디칼,100700,2013/12,10523951,-4895016,-692658
(주)세운메디칼,100700,2014/12,9138651,-7885843,-865822
(주)세운메디칼,100700,2015/12,5541467,-5806084,-1082278
(주)세운메디칼,100700,2016/12,12931396,-9783236,-1082278
(주)세운메디칼,100700,2017/12,6524110,-7914858,-1515189
(주)세운메디칼,100700,2018/12,7813040,459125,-1731644
