회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS),감사의견코드(IFRS)(백만원)
(주)이미지스테크놀로지,115610,2020/12,-411.85,-3970,UQ
(주)이미지스테크놀로지,115610,2021/12,62.31,974,UQ
(주)이미지스테크놀로지,115610,2022/12,51.14,1901,UQ
(주)이브이첨단소재,131400,2012/12,7.17,577,UQ
(주)이브이첨단소재,131400,2013/12,7.9,2165,UQ
(주)이브이첨단소재,131400,2014/12,-7.6,1166,UQ
(주)이브이첨단소재,131400,2015/12,-20.42,-3925,UQ
(주)이브이첨단소재,131400,2016/12,-3.16,-4912,UQ
(주)이브이첨단소재,131400,2017/12,3.51,11185,UQ
(주)이브이첨단소재,131400,2018/12,6.95,7918,UQ
(주)이브이첨단소재,131400,2019/12,5.05,3937,UQ
(주)이브이첨단소재,131400,2020/12,-3.08,-4335,UQ
(주)이브이첨단소재,131400,2021/12,0.77,-4748,UQ
(주)이브이첨단소재,131400,2022/12,0.23,1449,UQ
(주)이상네트웍스,080010,2012/12,36.3,5294,UQ
(주)이상네트웍스,080010,2013/12,46.37,1178,UQ
(주)이상네트웍스,080010,2014/12,69.39,-1473,UQ
(주)이상네트웍스,080010,2015/12,102.14,7315,UQ
(주)이상네트웍스,080010,2016/12,171.18,5315,UQ
(주)이상네트웍스,080010,2017/12,113.26,6930,UQ
(주)이상네트웍스,080010,2018/12,19.34,1595,UQ
(주)이상네트웍스,080010,2019/12,1.2,1147,UQ
(주)이상네트웍스,080010,2020/12,4.82,1002,UQ
(주)이상네트웍스,080010,2021/12,20.47,6092,UQ
(주)이상네트웍스,080010,2022/12,13.38,4178,UQ
(주)이스타코,015020,2012/12,-0.84,-3185,UQ
(주)이스타코,015020,2013/12,21.09,47803,UQ
(주)이스타코,015020,2014/12,-5.65,-15969,UQ
(주)이스타코,015020,2015/12,-1.93,-54325,UQ
(주)이스타코,015020,2016/12,-0.76,2887,UQ
(주)이스타코,015020,2017/12,0.79,26165,UQ
(주)이스타코,015020,2018/12,-0.33,-2223,UQ
(주)이스타코,015020,2019/12,2.48,16742,UQ
(주)이스타코,015020,2020/12,0.43,-1867,UQ
(주)이스타코,015020,2021/12,-0.44,-9957,UQ
(주)이스타코,015020,2022/12,-2.77,-1115,UQ
(주)이스트소프트,047560,2012/12,0.52,3547,UQ
(주)이스트소프트,047560,2013/12,-1.53,349,UQ
(주)이스트소프트,047560,2014/12,-0.54,-204,UQ
(주)이스트소프트,047560,2015/12,1.49,-2698,UQ
(주)이스트소프트,047560,2016/12,-4.46,2238,UQ
(주)이스트소프트,047560,2017/12,0.06,3782,UQ
(주)이스트소프트,047560,2018/12,0.37,1504,UQ
(주)이스트소프트,047560,2019/12,-1.46,3476,UQ
(주)이스트소프트,047560,2020/12,0.26,2700,UQ
(주)이스트소프트,047560,2021/12,0.45,257,UQ
(주)이스트소프트,047560,2022/12,-1.6,507,UQ
(주)이씨에스텔레콤,067010,2012/03,32.64,2592,UQ
(주)이씨에스텔레콤,067010,2013/03,37.65,2734,UQ
(주)이씨에스텔레콤,067010,2014/03,94.64,5801,UQ
(주)이씨에스텔레콤,067010,2015/03,145.17,1538,UQ
(주)이씨에스텔레콤,067010,2016/03,94.64,4205,UQ
(주)이씨에스텔레콤,067010,2017/03,70.76,12890,UQ
(주)이씨에스텔레콤,067010,2018/03,124.43,-2143,UQ
(주)이씨에스텔레콤,067010,2019/03,83.74,1450,UQ
(주)이씨에스텔레콤,067010,2020/03,135.57,10358,UQ
(주)이씨에스텔레콤,067010,2021/03,378.86,11684,UQ
(주)이씨에스텔레콤,067010,2022/03,316.78,2337,UQ
(주)이씨에스텔레콤,067010,2023/03,112.36,-3487,UQ
(주)이아이디,093230,2012/12,-29.22,-3575,UQ
(주)이아이디,093230,2013/12,-2.66,-7535,UQ
(주)이아이디,093230,2014/12,-2.28,-4206,UQ
(주)이아이디,093230,2015/12,-2.23,-1457,UQ
(주)이아이디,093230,2016/12,-2.12,-1572,UQ
(주)이아이디,093230,2017/12,-2.21,-19716,UQ
(주)이아이디,093230,2018/12,-0.97,-7500,UQ
(주)이아이디,093230,2019/12,-2.46,-3870,UQ
(주)이아이디,093230,2020/12,-0.72,-6017,UQ
(주)이아이디,093230,2021/12,-1.44,-1602,UQ
(주)이아이디,093230,2022/12,-0.37,-7818,UQ
(주)이엔플러스,074610,2012/12,-0.7,-1026,UQ
(주)이엔플러스,074610,2013/12,8.53,1143,UQ
(주)이엔플러스,074610,2014/12,13.06,369,UQ
(주)이엔플러스,074610,2015/12,26.34,502,UQ
(주)이엔플러스,074610,2016/12,30.15,2146,UQ
(주)이엔플러스,074610,2017/12,-2.77,-7004,UQ
(주)이엔플러스,074610,2018/12,-1.74,-270,UQ
(주)이엔플러스,074610,2019/12,-3.5,-17405,UQ
(주)이엔플러스,074610,2020/12,-1.13,-7554,UQ
(주)이엔플러스,074610,2021/12,-2.07,-24531,UQ
(주)이엔플러스,074610,2022/12,-5.33,8300,UQ
(주)이엘피,063760,2017/12,428.8,14908,UQ
(주)이엘피,063760,2018/12,999999999,18277,UQ
(주)이엘피,063760,2019/12,368.97,2352,UQ
(주)이엘피,063760,2020/12,355.44,-4188,UQ
(주)이엘피,063760,2021/12,-653.77,5809,UQ
(주)이엘피,063760,2022/12,-9.54,4754,UQ
(주)이엠넷,123570,2012/12,343.35,7444,UQ
(주)이엠넷,123570,2013/12,12.31,3666,UQ
(주)이엠넷,123570,2014/12,2.83,2121,UQ
(주)이엠넷,123570,2015/12,43.02,579,UQ
(주)이엠넷,123570,2016/12,999999999,-738,UQ
(주)이엠넷,123570,2017/12,999999999,6262,UQ
(주)이엠넷,123570,2018/12,999999999,2995,UQ
(주)이엠넷,123570,2019/12,1844.9,1796,UQ
(주)이엠넷,123570,2020/12,1612.03,3461,UQ
(주)이엠넷,123570,2021/12,8541.67,9343,UQ
(주)이엠넷,123570,2022/12,15841.89,5530,UQ
(주)이엠앤아이,083470,2012/12,2.76,4526,UQ
(주)이엠앤아이,083470,2013/12,7.21,-5609,UQ
(주)이엠앤아이,083470,2014/12,7.97,4013,UQ
(주)이엠앤아이,083470,2015/12,5.63,10272,UQ
(주)이엠앤아이,083470,2016/12,3.41,-5375,UQ
(주)이엠앤아이,083470,2017/12,0.54,7358,UQ
(주)이엠앤아이,083470,2018/12,-13.77,2885,DU
(주)이엠앤아이,083470,2019/12,-5.13,-2822,UQ
(주)이엠앤아이,083470,2020/12,-3.61,-4002,UQ
(주)이엠앤아이,083470,2021/12,-0.3,2125,UQ
(주)이엠앤아이,083470,2022/12,3.71,2060,UQ
(주)이즈미디어,181340,2017/12,4.09,-739,UQ
(주)이즈미디어,181340,2018/12,19.86,-8522,UQ
(주)이즈미디어,181340,2019/12,-6.76,8411,UQ
(주)이즈미디어,181340,2020/12,-29.1,-3641,UQ
(주)이즈미디어,181340,2021/12,-6.67,-16363,DS
(주)이즈미디어,181340,2022/12,-0.03,9833,UQ
(주)이지,037370,2012/12,27.56,5540,UQ
(주)이지,037370,2013/12,34.65,2757,UQ
(주)이지,037370,2014/12,31.82,3073,UQ
(주)이지,037370,2015/12,29.08,5497,UQ
(주)이지,037370,2016/12,20.34,-1907,UQ
(주)이지,037370,2017/12,8.95,1010,UQ
(주)이지,037370,2018/12,-30.57,-1700,UQ
(주)이지,037370,2019/12,8.48,5004,UQ
(주)이지,037370,2020/12,-13.27,-4970,UQ
(주)이지,037370,2021/12,11,6784,UQ
(주)이지,037370,2022/12,-9.75,-968,UQ
(주)이지트로닉스,377330,2022/12,-17.08,-9749,UQ
(주)이큐셀,160600,2015/12,16.99,-3112,UQ
(주)이큐셀,160600,2016/12,1.38,2008,UQ
(주)이큐셀,160600,2017/12,6.44,-1021,UQ
(주)이큐셀,160600,2018/12,10.22,6840,UQ
(주)이큐셀,160600,2019/12,-18.41,-17344,DU
(주)이큐셀,160600,2021/06,-3.34,-16592,UQ
(주)이큐셀,160600,2022/12,4.21,-3322,UQ
(주)이퓨쳐,134060,2012/12,-19020.62,894,UQ
(주)이퓨쳐,134060,2013/12,9530.31,1355,UQ
(주)이퓨쳐,134060,2014/12,58.93,1607,UQ
(주)이퓨쳐,134060,2015/12,999999999,1038,UQ
(주)이퓨쳐,134060,2016/12,999999999,1552,UQ
(주)이퓨쳐,134060,2017/12,-109215.87,1710,UQ
(주)이퓨쳐,134060,2018/12,145851.71,1882,UQ
(주)이퓨쳐,134060,2019/12,35.81,3079,UQ
(주)이퓨쳐,134060,2020/12,66.67,1004,UQ
(주)이퓨쳐,134060,2021/12,86.45,4483,UQ
(주)이퓨쳐,134060,2022/12,171.76,2351,UQ
(주)인바디,041830,2012/12,999999999,4206,UQ
(주)인바디,041830,2013/12,999999999,6623,UQ
(주)인바디,041830,2014/12,999999999,9592,UQ
(주)인바디,041830,2015/12,999999999,10290,UQ
(주)인바디,041830,2016/12,999999999,16599,UQ
(주)인바디,041830,2017/12,999999999,15477,UQ
(주)인바디,041830,2018/12,198.2,18745,UQ
(주)인바디,041830,2019/12,8921.54,18064,UQ
(주)인바디,041830,2020/12,8026.72,21571,UQ
(주)인바디,041830,2021/12,12504.07,27322,UQ
(주)인바디,041830,2022/12,13857.69,24523,UQ
(주)인바이오젠,101140,2012/12,-11.39,370,UQ
(주)인바이오젠,101140,2013/12,-7.15,-1132,UQ
(주)인바이오젠,101140,2014/12,-4.82,-696,UQ
(주)인바이오젠,101140,2015/12,-54.81,-10958,UQ
(주)인바이오젠,101140,2016/12,-16.73,345,UQ
(주)인바이오젠,101140,2017/12,-26.6,-426,UQ
(주)인바이오젠,101140,2018/12,999999999,-1699,UQ
(주)인바이오젠,101140,2019/12,-0.53,-3828,UQ
(주)인바이오젠,101140,2020/12,-0.84,-8033,UQ
(주)인바이오젠,101140,2021/12,-2.07,-7069,UQ
(주)인바이오젠,101140,2022/12,-1.63,-11505,DS
(주)인벤티지랩,389470,2022/12,-105.48,-5189,UQ
(주)인산가,277410,2017/12,,,UQ
(주)인산가,277410,2018/12,10.22,2678,UQ
(주)인산가,277410,2019/12,83.71,3791,UQ
(주)인산가,277410,2020/12,19.67,5026,UQ
(주)인산가,277410,2021/12,14.21,9203,UQ
(주)인산가,277410,2022/12,8.83,-313,UQ
(주)인스코비,006490,2012/12,-39.21,-3824,UQ
(주)인스코비,006490,2013/12,-45.21,-6304,UQ
(주)인스코비,006490,2014/12,-51.44,-8178,UQ
(주)인스코비,006490,2015/12,-4.9,-5282,UQ
(주)인스코비,006490,2016/12,-3.03,-4217,UQ
(주)인스코비,006490,2017/12,-18.89,-2732,UQ
(주)인스코비,006490,2018/12,1.93,-3809,UQ
(주)인스코비,006490,2019/12,2.82,12984,UQ
(주)인스코비,006490,2020/12,-0.95,-1832,UQ
(주)인스코비,006490,2021/12,-4.98,-7009,UQ
(주)인스코비,006490,2022/12,-2.91,-5061,UQ
(주)인지소프트,100030,2012/12,1740.59,3764,UQ
(주)인지소프트,100030,2013/12,3202.54,5779,UQ
(주)인지소프트,100030,2014/12,2612.77,914,UQ
(주)인지소프트,100030,2015/12,-12576.98,-431,UQ
(주)인지소프트,100030,2016/12,16088.11,1806,UQ
(주)인지소프트,100030,2017/12,999999999,585,UQ
(주)인지소프트,100030,2018/12,999999999,761,UQ
(주)인지소프트,100030,2019/12,999999999,1227,UQ
(주)인지소프트,100030,2020/12,-0.54,445,UQ
(주)인지소프트,100030,2021/12,0.38,2298,UQ
(주)인지소프트,100030,2022/12,6.49,6050,UQ
(주)인콘,083640,2012/12,37.65,5159,UQ
(주)인콘,083640,2013/12,16.68,4255,UQ
(주)인콘,083640,2014/12,7.89,7010,UQ
(주)인콘,083640,2015/12,1336.25,1837,UQ
(주)인콘,083640,2016/12,-2315.42,533,UQ
(주)인콘,083640,2017/12,10.35,4816,UQ
(주)인콘,083640,2018/12,-0.77,632,UQ
(주)인콘,083640,2019/12,-0.6,-1765,UQ
(주)인콘,083640,2020/12,0.97,2961,UQ
(주)인콘,083640,2021/12,-1.89,-464,UQ
(주)인콘,083640,2022/12,0.73,4838,UQ
(주)인터로조,119610,2012/12,47.68,4827,UQ
(주)인터로조,119610,2013/12,31,4598,UQ
(주)인터로조,119610,2014/12,28.02,8182,UQ
(주)인터로조,119610,2015/12,60.58,17051,UQ
(주)인터로조,119610,2016/12,157.04,15252,UQ
(주)인터로조,119610,2017/12,344.49,11747,UQ
(주)인터로조,119610,2018/12,208.31,8934,UQ
(주)인터로조,119610,2019/12,27.49,24205,UQ
(주)인터로조,119610,2020/12,24.52,18586,UQ
(주)인터로조,119610,2021/12,27.9,16482,UQ
(주)인터로조,119610,2022/12,27.67,16377,UQ
(주)인터엠,017250,2012/09,1.97,6768,UQ
(주)인터엠,017250,2013/09,2.2,1688,UQ
(주)인터엠,017250,2014/09,4.97,7693,UQ
(주)인터엠,017250,2015/09,1.91,5221,UQ
(주)인터엠,017250,2016/09,3.88,11251,UQ
(주)인터엠,017250,2017/09,4.07,2690,UQ
(주)인터엠,017250,2018/09,4.78,10141,UQ
(주)인터엠,017250,2019/09,-4.18,-262,UQ
(주)인터엠,017250,2020/09,-19.53,1598,UQ
(주)인터엠,017250,2021/09,-29.7,-3209,UQ
(주)인터엠,017250,2022/09,4.43,-2945,UQ
(주)인텍플러스,064290,2012/12,6.55,3141,UQ
(주)인텍플러스,064290,2013/12,-8.37,-4060,UQ
(주)인텍플러스,064290,2014/12,-5.46,-6048,UQ
(주)인텍플러스,064290,2015/12,0.96,2264,UQ
(주)인텍플러스,064290,2016/12,-15.21,-6251,UQ
(주)인텍플러스,064290,2017/12,2.2,1533,UQ
(주)인텍플러스,064290,2018/12,-31.66,-5160,UQ
(주)인텍플러스,064290,2019/12,15.41,1441,UQ
(주)인텍플러스,064290,2020/12,29.15,-749,UQ
(주)인텍플러스,064290,2021/12,80.25,-916,UQ
(주)인텍플러스,064290,2022/12,36.86,6889,UQ
(주)인텔리안테크놀로지스,189300,2016/12,18.25,1236,UQ
(주)인텔리안테크놀로지스,189300,2017/12,22.96,-4932,UQ
(주)인텔리안테크놀로지스,189300,2018/12,9.95,18080,UQ
(주)인텔리안테크놀로지스,189300,2019/12,1.76,14084,UQ
(주)인텔리안테크놀로지스,189300,2020/12,0.09,7637,UQ
(주)인텔리안테크놀로지스,189300,2021/12,0.62,-15487,UQ
(주)인텔리안테크놀로지스,189300,2022/12,10.51,-35549,UQ
(주)인트로메딕,150840,2013/12,23.1,-162,UQ
(주)인트로메딕,150840,2014/12,91.75,-397,UQ
(주)인트로메딕,150840,2015/12,-11.89,1471,UQ
(주)인트로메딕,150840,2016/12,-3.34,-1460,UQ
(주)인트로메딕,150840,2017/12,-0.9,1413,UQ
(주)인트로메딕,150840,2018/12,-1.61,-4804,UQ
(주)인트로메딕,150840,2019/12,-1.82,-1996,UQ
(주)인트로메딕,150840,2020/12,-1.94,-2959,UQ
(주)인트로메딕,150840,2021/12,-2.3,-2612,DS
(주)인트로메딕,150840,2022/12,-0.93,-3602,UQ
(주)인트론바이오테크놀로지,048530,2012/12,-2.03,-331,UQ
(주)인트론바이오테크놀로지,048530,2013/12,0.23,-192,UQ
(주)인트론바이오테크놀로지,048530,2014/12,1.65,639,UQ
(주)인트론바이오테크놀로지,048530,2015/12,4.55,1699,UQ
(주)인트론바이오테크놀로지,048530,2016/12,-12.23,-1937,UQ
(주)인트론바이오테크놀로지,048530,2017/12,-28,-5367,UQ
(주)인트론바이오테크놀로지,048530,2018/12,34.27,4262,UQ
(주)인트론바이오테크놀로지,048530,2019/12,-4.34,-715,UQ
(주)인트론바이오테크놀로지,048530,2020/12,13.56,7481,UQ
(주)인트론바이오테크놀로지,048530,2021/12,6.29,16689,UQ
(주)인트론바이오테크놀로지,048530,2022/12,-0.38,6122,UQ
(주)인포마크,175140,2015/12,-1.55,-2838,UQ
(주)인포마크,175140,2016/12,5.22,5334,UQ
(주)인포마크,175140,2017/12,-7.42,-2262,UQ
(주)인포마크,175140,2018/12,0.63,2783,UQ
(주)인포마크,175140,2019/12,-7.04,-4796,UQ
(주)인포마크,175140,2020/12,-4.59,8414,UQ
(주)인포마크,175140,2021/12,-3.3,11148,UQ
(주)인포마크,175140,2022/12,-5.57,-17666,UQ
(주)인포바인,115310,2012/12,999999999,8725,UQ
(주)인포바인,115310,2013/12,48.92,10383,UQ
(주)인포바인,115310,2014/12,19.62,9696,UQ
(주)인포바인,115310,2015/12,153.97,10185,UQ
(주)인포바인,115310,2016/12,999999999,10652,UQ
(주)인포바인,115310,2017/12,999999999,12342,UQ
(주)인포바인,115310,2018/12,999999999,10393,UQ
(주)인포바인,115310,2019/12,1069.63,9032,UQ
(주)인포바인,115310,2020/12,147.79,9418,UQ
(주)인포바인,115310,2021/12,183.31,7409,UQ
(주)인포바인,115310,2022/12,331.47,8722,UQ
(주)인피니트헬스케어,071200,2012/12,-3.15,5708,UQ
(주)인피니트헬스케어,071200,2013/12,8.31,5619,UQ
(주)인피니트헬스케어,071200,2014/12,10.13,3770,UQ
(주)인피니트헬스케어,071200,2015/12,26.52,6944,UQ
(주)인피니트헬스케어,071200,2016/12,61.04,4664,UQ
(주)인피니트헬스케어,071200,2017/12,65.23,4939,UQ
(주)인피니트헬스케어,071200,2018/12,33.21,6815,UQ
(주)인피니트헬스케어,071200,2019/12,5556.42,11727,UQ
(주)인피니트헬스케어,071200,2020/12,5341.24,13623,UQ
(주)인피니트헬스케어,071200,2021/12,2221.88,13851,UQ
(주)인피니트헬스케어,071200,2022/12,1949.5,6248,UQ
(주)일신바이오베이스,068330,2012/12,13.64,1486,UQ
(주)일신바이오베이스,068330,2013/12,13.11,-20,UQ
(주)일신바이오베이스,068330,2014/12,75.74,3119,UQ
(주)일신바이오베이스,068330,2015/12,127.3,546,UQ
(주)일신바이오베이스,068330,2016/12,698.31,3080,UQ
(주)일신바이오베이스,068330,2017/12,999999999,2094,UQ
(주)일신바이오베이스,068330,2018/12,999999999,4844,UQ
(주)일신바이오베이스,068330,2019/12,999999999,5549,UQ
(주)일신바이오베이스,068330,2020/12,999999999,4503,UQ
(주)일신바이오베이스,068330,2021/12,23293.38,6745,UQ
(주)일신바이오베이스,068330,2022/12,61188.81,2646,UQ
(주)일신석재,007110,2012/12,2.9,2443,UQ
(주)일신석재,007110,2013/12,2.61,1202,UQ
(주)일신석재,007110,2014/12,0.17,2644,UQ
(주)일신석재,007110,2015/12,-5.83,-1328,UQ
(주)일신석재,007110,2016/12,-6.6,-567,UQ
(주)일신석재,007110,2017/12,2.35,-809,UQ
(주)일신석재,007110,2018/12,3.24,531,UQ
(주)일신석재,007110,2019/12,3.88,212,UQ
(주)일신석재,007110,2020/12,4.17,10701,UQ
(주)일신석재,007110,2021/12,2.21,-3509,UQ
(주)일신석재,007110,2022/12,7.07,-2891,UQ
(주)일월지엠엘,178780,2015/12,3.44,12635,UQ
(주)일월지엠엘,178780,2016/12,-10.49,-12315,UQ
(주)일월지엠엘,178780,2017/12,-5.17,2026,UQ
(주)일월지엠엘,178780,2018/12,-3.05,660,UQ
(주)일월지엠엘,178780,2019/12,-2.71,-8278,UQ
(주)일월지엠엘,178780,2020/12,-1.72,-6097,UQ
(주)일월지엠엘,178780,2021/12,-49.17,-3853,UQ
(주)일월지엠엘,178780,2022/12,-53.1,-2773,UQ
(주)잉크테크,049550,2012/12,1.71,-5314,UQ
(주)잉크테크,049550,2013/12,0.71,7760,UQ
(주)잉크테크,049550,2014/12,-1.92,5979,UQ
(주)잉크테크,049550,2015/12,-1.61,1882,UQ
(주)잉크테크,049550,2016/12,0.07,5433,UQ
(주)잉크테크,049550,2017/12,-2.53,-4615,UQ
(주)잉크테크,049550,2018/12,-0.26,-3908,UQ
(주)잉크테크,049550,2019/12,-0.82,2157,UQ
(주)잉크테크,049550,2020/12,1.11,6113,UQ
(주)잉크테크,049550,2021/12,9.09,7354,UQ
(주)잉크테크,049550,2022/12,11.56,6473,UQ
(주)자비스,254120,2016/12,,,UQ
(주)자비스,254120,2017/12,,,UQ
(주)자비스,254120,2018/12,,,UQ
(주)자비스,254120,2019/12,-0.86,144,UQ
(주)자비스,254120,2020/12,-4.48,-1330,UQ
(주)자비스,254120,2021/12,-7.92,-3159,UQ
(주)자비스,254120,2022/12,0.47,-1407,UQ
(주)자연과환경,043910,2012/12,-3.51,-5671,UQ
(주)자연과환경,043910,2013/12,-2.09,1478,UQ
(주)자연과환경,043910,2014/12,2.97,-774,UQ
(주)자연과환경,043910,2015/12,1.19,-229,UQ
(주)자연과환경,043910,2016/12,-9.73,-3792,UQ
(주)자연과환경,043910,2017/12,-14.6,-2767,UQ
(주)자연과환경,043910,2018/12,2.6,-1108,UQ
(주)자연과환경,043910,2019/12,2.88,1213,UQ
(주)자연과환경,043910,2020/12,-13.81,-5699,UQ
(주)자연과환경,043910,2021/12,-6.7,-1242,UQ
(주)자연과환경,043910,2022/12,1.55,-5702,UQ
(주)자이언트스텝,289220,2021/12,-16.28,656,UQ
(주)자이언트스텝,289220,2022/12,-89.99,-5966,UQ
(주)장원테크,174880,2016/12,-70.79,-6118,UQ
(주)장원테크,174880,2017/12,-351.53,-3101,UQ
(주)장원테크,174880,2018/12,164072.98,-2712,UQ
(주)장원테크,174880,2019/12,-2.65,-3390,UQ
(주)장원테크,174880,2020/12,-1.72,-6989,UQ
(주)장원테크,174880,2021/12,-1.32,-1837,UQ
(주)장원테크,174880,2022/12,0.37,-1170,QS
(주)저스템,417840,2022/12,28.69,8283,UQ
(주)제넥신,095700,2012/12,-3.54,1668,UQ
(주)제넥신,095700,2013/12,-3.62,-6698,UQ
(주)제넥신,095700,2014/12,-5.05,6467,UQ
(주)제넥신,095700,2015/12,3.74,-1643,UQ
(주)제넥신,095700,2016/12,-31.69,-3394,UQ
(주)제넥신,095700,2017/12,-24.27,-26104,UQ
(주)제넥신,095700,2018/12,-14.27,-20054,UQ
(주)제넥신,095700,2019/12,-9.71,-41572,UQ
(주)제넥신,095700,2020/12,-13.31,-22527,UQ
(주)제넥신,095700,2021/12,-33.22,-9039,UQ
(주)제넥신,095700,2022/12,-10.21,-40670,UQ
(주)제넨바이오,072520,2012/12,3.25,14651,UQ
(주)제넨바이오,072520,2013/12,-3.12,927,UQ
(주)제넨바이오,072520,2014/12,-27.36,-6403,UQ
(주)제넨바이오,072520,2015/12,-14.12,-12147,UQ
(주)제넨바이오,072520,2016/12,-3.47,-12895,UQ
(주)제넨바이오,072520,2017/12,0.43,2070,UQ
(주)제넨바이오,072520,2018/12,-0.95,-1717,UQ
(주)제넨바이오,072520,2019/12,-3.39,-6791,UQ
(주)제넨바이오,072520,2020/12,-11.32,-8301,UQ
(주)제넨바이오,072520,2021/12,-119.41,-11351,UQ
(주)제넨바이오,072520,2022/12,-4.2,-12097,QU
(주)제노레이,122310,2018/12,29.72,7077,UQ
(주)제노레이,122310,2019/12,58.52,10034,UQ
(주)제노레이,122310,2020/12,48.66,8193,UQ
(주)제노레이,122310,2021/12,77.86,14853,UQ
(주)제노레이,122310,2022/12,80.86,14905,UQ
(주)제노코,361390,2021/12,30.11,27,UQ
(주)제노코,361390,2022/12,13.6,10218,UQ
(주)제노포커스,187420,2015/12,32.43,2265,UQ
(주)제노포커스,187420,2016/12,999999999,877,UQ
(주)제노포커스,187420,2017/12,999999999,1437,UQ
(주)제노포커스,187420,2018/12,999999999,915,UQ
(주)제노포커스,187420,2019/12,-27.02,565,UQ
(주)제노포커스,187420,2020/12,-2.77,111,UQ
(주)제노포커스,187420,2021/12,0.1,-495,UQ
(주)제노포커스,187420,2022/12,0.09,256,UQ
(주)제놀루션,225220,2020/12,31714.41,45971,UQ
(주)제놀루션,225220,2021/12,219.48,25732,UQ
(주)제놀루션,225220,2022/12,47.29,13551,UQ
(주)제닉,123330,2012/12,536.93,5471,UQ
(주)제닉,123330,2013/12,739.98,6147,UQ
(주)제닉,123330,2014/12,43.35,6906,UQ
(주)제닉,123330,2015/12,14.83,3769,UQ
(주)제닉,123330,2016/12,23.04,4583,UQ
(주)제닉,123330,2017/12,-4.69,-4972,UQ
(주)제닉,123330,2018/12,-42.27,-8367,UQ
(주)제닉,123330,2019/12,-4.67,5562,UQ
(주)제닉,123330,2020/12,1.74,2351,UQ
(주)제닉,123330,2021/12,-5.59,3268,UQ
(주)제닉,123330,2022/12,-6.35,327,UQ
(주)제이시스메디칼,287410,2018/12,,,UQ
(주)제이시스메디칼,287410,2019/12,,,UQ
(주)제이시스메디칼,287410,2020/12,,,UQ
(주)제이시스메디칼,287410,2021/12,62.09,17263,UQ
(주)제이시스메디칼,287410,2022/12,99.89,25092,UQ
(주)제이아이테크,417500,2022/12,37.94,-7302,UQ
(주)제이에스티나,026040,2012/12,7.94,7361,UQ
(주)제이에스티나,026040,2013/12,12.98,8064,UQ
(주)제이에스티나,026040,2014/12,14.67,1406,UQ
(주)제이에스티나,026040,2015/12,4.93,13032,UQ
(주)제이에스티나,026040,2016/12,8.51,8516,UQ
(주)제이에스티나,026040,2017/12,0.44,6442,UQ
(주)제이에스티나,026040,2018/12,-1.46,9430,UQ
(주)제이에스티나,026040,2019/12,-81.21,-1145,UQ
(주)제이에스티나,026040,2020/12,-26.68,-3253,UQ
(주)제이에스티나,026040,2021/12,4.05,4683,UQ
(주)제이에스티나,026040,2022/12,21.45,3557,UQ
(주)제이엘케이,322510,2019/12,-202.34,-6251,UQ
(주)제이엘케이,322510,2020/12,-24.91,-4059,UQ
(주)제이엘케이,322510,2021/12,-17.42,-5636,UQ
(주)제이엘케이,322510,2022/12,-16.5,-6683,UQ
(주)제이티,089790,2012/12,22.82,4909,UQ
(주)제이티,089790,2013/12,-6.34,-6941,UQ
(주)제이티,089790,2014/12,15.55,-3461,UQ
(주)제이티,089790,2015/12,-5.77,-6706,UQ
(주)제이티,089790,2016/12,-10.94,-1145,UQ
(주)제이티,089790,2017/12,0.53,2640,UQ
(주)제이티,089790,2018/12,3.24,1051,UQ
(주)제이티,089790,2019/12,12.27,8522,UQ
(주)제이티,089790,2020/12,13.33,3829,UQ
(주)제이티,089790,2021/12,25.39,18067,UQ
(주)제이티,089790,2022/12,34.47,12571,UQ
(주)제일바이오,052670,2012/12,28.93,298,UQ
(주)제일바이오,052670,2013/12,3.33,1168,UQ
(주)제일바이오,052670,2014/12,16.29,180,UQ
(주)제일바이오,052670,2015/12,19.27,-120,UQ
(주)제일바이오,052670,2016/12,28.88,2114,UQ
(주)제일바이오,052670,2017/12,76.81,3352,UQ
(주)제일바이오,052670,2018/12,152.88,1593,UQ
(주)제일바이오,052670,2019/12,440.39,5018,UQ
(주)제일바이오,052670,2020/12,-128.32,-3230,UQ
(주)제일바이오,052670,2021/12,-420.77,-104,UQ
(주)제일바이오,052670,2022/12,-401.38,7729,UQ
(주)제테마,216080,2019/12,999999999,-8107,UQ
(주)제테마,216080,2020/12,-9.06,1566,UQ
(주)제테마,216080,2021/12,0.62,6158,UQ
(주)제테마,216080,2022/12,0.42,14176,UQ
(주)젠큐릭스,229000,2020/12,-39.56,-12886,UQ
(주)젠큐릭스,229000,2021/12,-44.26,-7229,UQ
(주)젠큐릭스,229000,2022/12,-19.2,-8987,UQ
(주)젬백스&카엘,082270,2012/12,1.18,3739,UQ
(주)젬백스&카엘,082270,2013/12,0.15,990,UQ
(주)젬백스&카엘,082270,2014/12,-0.02,13655,UQ
(주)젬백스&카엘,082270,2015/12,1.91,-2463,UQ
(주)젬백스&카엘,082270,2016/12,-3.77,-4318,UQ
(주)젬백스&카엘,082270,2017/12,0.26,-2026,UQ
(주)젬백스&카엘,082270,2018/12,-0.17,670,UQ
(주)젬백스&카엘,082270,2019/12,-1.18,531,UQ
(주)젬백스&카엘,082270,2020/12,3.47,15082,UQ
